NR Number,Strain Name,Plate,Well,Gene Name,Gene Description,Accession Number,Plate 1,plate,underscore,location
NR-47860,NE1317,4,L17,-,hypothetical protein,SAUSA300_1488,F9,14,_,14_F9
NR-47861,NE1318,4,L19,ribH,"6,7-dimethyl-8-ribityllumazine synthase",SAUSA300_1712,F10,14,_,14_F10
NR-47862,NE1319,4,L21,-,hypothetical protein,SAUSA300_1740,F11,14,_,14_F11
NR-47863,NE1320,4,L23,-,exonuclease,SAUSA300_1875,F12,14,_,14_F12
NR-47864,NE1321,4,N1,rimI,ribosomal-protein-alanine acetyltransferase,SAUSA300_2003,G1,14,_,14_G1
NR-47865,NE1322,4,N3,-,hypothetical protein,SAUSA300_2042,G2,14,_,14_G2
NR-47866,NE1323,4,N5,arsR,ArsR family transcriptional regulator,SAUSA300_2098,G3,14,_,14_G3
NR-47867,NE1324,4,N7,-,"transposase, truncation",SAUSA300_2305,G4,14,_,14_G4
NR-47868,NE1325,4,N9,-,putative GTP-binding protein,SAUSA300_1198,G5,14,_,14_G5
N/A,NE1326,4,N11,-,"IS1272, transposase",SAUSA300_0034,G6,14,_,14_G6
NR-47869,NE1327,4,N13,-,hypothetical protein,SAUSA300_0393,G7,14,_,14_G7
NR-47870,NE1328,4,N15,-,hypothetical protein,SAUSA300_0442,G8,14,_,14_G8
NR-47871,NE1329,4,N17,-,hypothetical protein,SAUSA300_0793,G9,14,_,14_G9
NR-47872,NE1330,4,N19,-,hypothetical protein,SAUSA300_1238,G10,14,_,14_G10
NR-47873,NE1331,4,N21,ndk,nucleoside diphosphate kinase,SAUSA300_1358,G11,14,_,14_G11
NR-47874,NE1332,4,N23,tpx,thiol peroxidase,SAUSA300_1659,G12,14,_,14_G12
NR-47875,NE1333,4,P1,hrcA,heat-inducible transcription repressor HrcA,SAUSA300_1542,H1,14,_,14_H1
NR-47876,NE1334,4,P3,-,hypothetical protein,SAUSA300_1494,H2,14,_,14_H2
NR-47877,NE1335,4,P5,-,acetyltransferase,SAUSA300_2505,H3,14,_,14_H3
NR-47878,NE1336,4,P7,-,phi77 ORF029-like protein,SAUSA300_1935,H4,14,_,14_H4
NR-47879,NE1337,4,P9,-,hypothetical protein,SAUSA300_1023,H5,14,_,14_H5
NR-47880,NE1338,4,P11,-,phiPV083 ORF027-like protein,SAUSA300_1952,H6,14,_,14_H6
NR-47881,NE1339,4,P13,-,TatD family hydrolase,SAUSA300_0468,H7,14,_,14_H7
NR-47882,NE1340,4,P15,-,hypothetical protein,SAUSA300_1692,H8,14,_,14_H8
NR-47883,NE1341,4,P17,-,hypothetical protein,SAUSA300_0300,H9,14,_,14_H9
NR-47884,NE1342,4,P19,smc,chromosome segregation protein SMC,SAUSA300_1127,H10,14,_,14_H10
NR-47885,NE1343,4,P21,gap,glyceraldehyde 3-phosphate dehydrogenase 2,SAUSA300_1633,H11,14,_,14_H11
NR-47886,NE1344,4,P23,recG,ATP-dependent DNA helicase RecG,SAUSA300_1120,H12,14,_,14_H12
,,,,,,,Plate 15,,_,_Plate 15
NR-47887,NE1345,4,A2,menD,"inyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarbo",SAUSA300_0946,A1,15,_,15_A1
NR-47888,NE1346,4,A4,-,hypothetical protein,SAUSA300_1461,A2,15,_,15_A2
NR-47889,NE1347,4,A6,-,hypothetical protein,SAUSA300_1862,A3,15,_,15_A3
NR-47890,NE1348,4,A8,-,phi77 ORF069-like protein,SAUSA300_1948,A4,15,_,15_A4
NR-47891,NE1349,4,A10,,conserved hypothetical protein,SAUSA300_1372,A5,15,_,15_A5
NR-47892,NE1350,4,A12,,conserved hypothetical protein,SAUSA300_2314,A6,15,_,15_A6
NR-47893,NE1351,4,A14,,conserved hypothetical protein,SAUSA300_1846,A7,15,_,15_A7
NR-47894,NE1352,4,A16,,nitrite reductase transcriptional regulator  NirR,SAUSA300_2347,A8,15,_,15_A8
NR-47895,NE1353,4,A18,,N-acetylmuramoyl-L-alanine amidase domainprotein,SAUSA300_2579,A9,15,_,15_A9
NR-47896,NE1354,4,A20,,alpha-hemolysin precursor,SAUSA300_1058,A10,15,_,15_A10
NR-47897,NE1355,4,A22,,"molybdenum ABC transporter, molybdenum-binding protein ModA",SAUSA300_2230,A11,15,_,15_A11
NR-47898,NE1356,4,A24,,putative urea transporter,SAUSA300_2237,A12,15,_,15_A12
NR-47899,NE1357,4,C2,-,hypothetical protein,SAUSA300_1337,B1,15,_,15_B1
NR-47900,NE1358,4,C4,,conserved hypothetical protein,SAUSA300_0603,B2,15,_,15_B2
NR-47901,NE1359,4,C6,,conserved hypothetical protein,SAUSA300_1665,B3,15,_,15_B3
NR-47902,NE1360,4,C8,fmtC,oxacillin resistance-related FmtC protein,SAUSA300_1255,B4,15,_,15_B4
NR-47903,NE1361,4,C10,,conserved hypothetical protein,SAUSA300_1224,B5,15,_,15_B5
NR-47904,NE1362,4,C12,,conserved hypothetical protein,SAUSA300_0998,B6,15,_,15_B6
NR-47905,NE1363,4,C14,srtB,sortase B,SAUSA300_1034,B7,15,_,15_B7
NR-47906,NE1364,4,C16,,conserved hypothetical protein,SAUSA300_2095,B8,15,_,15_B8
NR-47907,NE1365,4,C18,,"oxidoreductase, 2-nitropropane dioxygenase family",SAUSA300_0825,B9,15,_,15_B9
NR-47908,NE1366,4,C20,,catalase,SAUSA300_1232,B10,15,_,15_B10
NR-47909,NE1367,4,C22,,"transcriptional regulator, GntR family",SAUSA300_0137,B11,15,_,15_B11
NR-47910,NE1368,4,C24,,ribosomal protein L11 methyltransferase,SAUSA300_1538,B12,15,_,15_B12
NR-47911,NE1369,4,E2,,N-acetylmuramoyl-L-alanine amidase,SAUSA300_1588,C1,15,_,15_C1
NR-47912,NE1370,4,E4,,conserved hypothetical protein,SAUSA300_0728,C2,15,_,15_C2
NR-47913,NE1371,4,E6,,conserved hypothetical phage protein,SAUSA300_1967,C3,15,_,15_C3
NR-47914,NE1372,4,E8,-,hypothetical protein,SAUSA300_0384,C4,15,_,15_C4
NR-47915,NE1373,4,E10,,putative homoserine O-acetyltransferase,SAUSA300_0012,C5,15,_,15_C5
NR-47916,NE1374,4,E12,,teichoic acid biosynthesis protein B,SAUSA300_0626,C6,15,_,15_C6
NR-47917,NE1375,4,E14,,conserved hypothetical protein,SAUSA300_1012,C7,15,_,15_C7
NR-47918,NE1376,4,E16,cobI,"transporter, CorA family",SAUSA300_2323,C8,15,_,15_C8
NR-47919,NE1377,4,E18,,conserved hypothetical protein,SAUSA300_2511,C9,15,_,15_C9
NR-47920,NE1378,4,E20,,"oligopeptide ABC transporter, oligopeptide-binding protein",SAUSA300_0892,C10,15,_,15_C10
NR-47921,NE1379,4,E22,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,SAUSA300_1596,C11,15,_,15_C11
NR-47922,NE1380,4,E24,,"ABC transporter, ATP-binding protein",SAUSA300_0978,C12,15,_,15_C12
NR-47923,NE1381,4,G2,mqo,malate:quinone-oxidoreductase,SAUSA300_2541,D1,15,_,15_D1
NR-47924,NE1382,4,G4,,alcohol dehydrogenase,SAUSA300_0594,D2,15,_,15_D2
NR-47925,NE1383,4,G6,,GTP cyclohydrolase I,SAUSA300_0713,D3,15,_,15_D3
NR-47926,NE1384,4,G8,-,hypothetical protein,SAUSA300_0957,D4,15,_,15_D4
NR-47927,NE1385,4,G10,,conserved hypothetical protein,SAUSA300_0287,D5,15,_,15_D5
NR-47928,NE1386,4,G12,,Leukocidin/Hemolysin toxin family protein,SAUSA300_1974,D6,15,_,15_D6
NR-47929,NE1387,4,G14,,"peptidase, M20/M25/M40 family",SAUSA300_2276,D7,15,_,15_D7
NR-47930,NE1388,4,G16,,glycerol-3-phosphate transporter,SAUSA300_0337,D8,15,_,15_D8
NR-47931,NE1389,4,G18,,aspartate kinase,SAUSA300_1225,D9,15,_,15_D9
NR-47932,NE1390,4,G20,,5'(3')-deoxyribonucleotidase,SAUSA300_0709,D10,15,_,15_D10
NR-47933,NE1391,4,G22,,"2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase",SAUSA300_1305,D11,15,_,15_D11
NR-47934,NE1392,4,G24,,"phosphate starvation-induced protein, PhoH family",SAUSA300_1531,D12,15,_,15_D12
NR-47935,NE1393,4,I2,-,TetR family regulatory protein,SAUSA300_2490,E1,15,_,15_E1
NR-47936,NE1394,4,I4,-,Gfo/Idh/MocA family oxidoreductase,SAUSA300_0213,E2,15,_,15_E2
NR-47937,NE1395,4,I6,,"phiPVL ORF057-like protein, transcriptionalactivator RinB",SAUSA300_1946,E3,15,_,15_E3
NR-47938,NE1396,4,I8,ccrA,cassette chromosome recombinase A,SAUSA300_0038,E4,15,_,15_E4
NR-47939,NE1397,4,I10,alsS,alpha-acetolactate synthase,SAUSA300_2166,E5,15,_,15_E5
NR-47940,NE1398,4,I12,,conserved hypothetical protein,SAUSA300_1084,E6,15,_,15_E6
NR-47941,NE1399,4,I14,hlgA,gamma-hemolysin component A,SAUSA300_2365,E7,15,_,15_E7
NR-47942,NE1400,4,I16,,putative drug transporter,SAUSA300_2389,E8,15,_,15_E8
NR-47943,NE1401,4,I18,,conserved hypothetical protein,SAUSA300_1853,E9,15,_,15_E9
NR-47944,NE1402,4,I20,-,hypothetical protein,SAUSA300_0590,E10,15,_,15_E10
NR-47945,NE1403,4,I22,,conserved hypothetical protein,SAUSA300_1585,E11,15,_,15_E11
NR-47946,NE1404,4,I24,mreC,rod shape-determining protein MreC,SAUSA300_1605,E12,15,_,15_E12
NR-47947,NE1405,4,K2,glcU,"probable glucose uptake protein""",SAUSA300_2210,F1,15,_,15_F1
NR-47948,NE1406,4,K4,,conserved hypothetical protein,SAUSA300_0409,F2,15,_,15_F2
NR-47949,NE1407,4,K6,pyk,pyruvate kinase,SAUSA300_1644,F3,15,_,15_F3
NR-47950,NE1408,4,K8,,"phiSLT ORF 87-like protein, putative DNA-binding protein",SAUSA300_1430,F4,15,_,15_F4
NR-47951,NE1409,4,K10,,exotoxin,SAUSA300_0407,F5,15,_,15_F5
NR-47952,NE1410,4,K12,,UDP-N-acetylglucosamine 2-epimerase,SAUSA300_2065,F6,15,_,15_F6
NR-47953,NE1411,4,K14,mscL,large conductance mechanosensitive channel protein,SAUSA300_1244,F7,15,_,15_F7
NR-47954,NE1412,4,K16,,"transcriptional regulator, DeoR family",SAUSA300_0683,F8,15,_,15_F8
NR-47955,NE1413,4,K18,,conserved hypothetical protein,SAUSA300_1180,F9,15,_,15_F9
NR-47956,NE1414,4,K20,udk,uridine kinase,SAUSA300_1568,F10,15,_,15_F10
NR-47957,NE1415,4,K22,glcT,transcription antiterminator,SAUSA300_1253,F11,15,_,15_F11
NR-47958,NE1416,4,K24,,"alcohol dehydrogenase, zinc-containing",SAUSA300_2147,F12,15,_,15_F12
NR-47959,NE1417,4,M2,-,hypothetical protein,SAUSA300_0940,G1,15,_,15_G1
NR-47960,NE1418,4,M4,,2-oxoglutarate/malate translocator,SAUSA300_2627,G2,15,_,15_G2
NR-47961,NE1419,4,M6,,putative nucleoside transporter,SAUSA300_0631,G3,15,_,15_G3
NR-47962,NE1420,4,M8,,conserved hypothetical protein,SAUSA300_1003,G4,15,_,15_G4
NR-47963,NE1421,4,M10,,"PTS system, fructose-specific enzyme II, BC component",SAUSA300_0239,G5,15,_,15_G5
NR-47964,NE1422,4,M12,,phosphoglycerate mutase family protein,SAUSA300_0783,G6,15,_,15_G6
NR-47965,NE1423,4,M14,epiD,lantibiotic epidermin biosynthesis protein EpiD,SAUSA300_1764,G7,15,_,15_G7
NR-47966,NE1424,4,M16,,conserved hypothetical protein,SAUSA300_2069,G8,15,_,15_G8
NR-47967,NE1425,4,M18,,conserved hypothetical protein,SAUSA300_0169,G9,15,_,15_G9
NR-47968,NE1426,4,M20,ltrA,low temperature requirement protein LtrA,SAUSA300_0354,G10,15,_,15_G10
NR-47969,NE1427,4,M22,,"helicase, RecD/TraA family",SAUSA300_1576,G11,15,_,15_G11
NR-47970,NE1428,4,M24,thiD,phosphomethylpyrimidine kinase,SAUSA300_2049,G12,15,_,15_G12
NR-47971,NE1429,4,O2,,conserved hypothetical protein,SAUSA300_2475,H1,15,_,15_H1
NR-47972,NE1430,4,O4,,conserved hypothetical protein,SAUSA300_0356,H2,15,_,15_H2
NR-47973,NE1431,4,O6,,conserved hypothetical protein,SAUSA300_0580,H3,15,_,15_H3
NR-47974,NE1432,4,O8,,transposase,SAUSA300_0267,H4,15,_,15_H4
NR-47975,NE1433,4,O10,,conserved hypothetical protein,SAUSA300_0317,H5,15,_,15_H5
NR-47976,NE1434,4,O12,cyoE,protoheme IX farnesyltransferase,SAUSA300_1016,H6,15,_,15_H6
NR-47977,NE1435,4,O14,,putative amino acid permease,SAUSA300_2265,H7,15,_,15_H7
NR-47978,NE1436,4,O16,oppC,"oligopeptide ABC transporter, permease protein",SAUSA300_0888,H8,15,_,15_H8
NR-47979,NE1437,4,O18,,conserved hypothetical protein,SAUSA300_2353,H9,15,_,15_H9
NR-47980,NE1438,4,O20,,holin-like protein lrgA,SAUSA300_0256,H10,15,_,15_H10
NR-47981,NE1439,4,O22,malR,maltose operon transcriptional repressor,SAUSA300_1457,H11,15,_,15_H11
NR-47982,NE1440,4,O24,,replication initiation factor family protein,SAUSA300_1487,H12,15,_,15_H12
,,,,,,,Plate 16,,_,_Plate 16
NR-47983,NE1441,4,B2,,"oxidoreductase, aldo/keto reductase family",SAUSA300_1728,A1,16,_,16_A1
NR-47984,NE1442,4,B4,rumA,"RNA methyltransferase, TrmA family",SAUSA300_1878,A2,16,_,16_A2
NR-47985,NE1443,4,B6,,conserved hypothetical protein,SAUSA300_1747,A3,16,_,16_A3
NR-47986,NE1444,4,B8,crtM,squalene desaturase,SAUSA300_2499,A4,16,_,16_A4
NR-47987,NE1445,4,B10,,conserved hypothetical protein,SAUSA300_1797,A5,16,_,16_A5
NR-47988,NE1446,4,B12,,endopeptidase resistance gene,SAUSA300_1141,A6,16,_,16_A6
NR-47989,NE1447,4,B14,,geranyltranstransferase,SAUSA300_1470,A7,16,_,16_A7
NR-47990,NE1448,4,B16,,phi77 ORF031-like protein,SAUSA300_1947,A8,16,_,16_A8
NR-47991,NE1449,4,B18,hlgC,gamma-hemolysin component C,SAUSA300_2366,A9,16,_,16_A9
NR-47992,NE1450,4,B20,-,hypothetical protein,SAUSA300_1907,A10,16,_,16_A10
NR-47993,NE1451,4,B22,sbcC,exonuclease SbcC,SAUSA300_1243,A11,16,_,16_A11
NR-47994,NE1452,4,B24,,phi77 ORF071-like protein,SAUSA300_1945,A12,16,_,16_A12
NR-47995,NE1453,4,D2,,putative competence protein ComG,SAUSA300_1501,B1,16,_,16_B1
NR-47996,NE1454,4,D4,carB,carbamoyl phosphate synthase large subunit,SAUSA300_1096,B2,16,_,16_B2
NR-47997,NE1455,4,D6,,amidohydrolase,SAUSA300_0534,B3,16,_,16_B3
NR-47998,NE1456,4,D8,cdr,coenzyme A disulfide reductase,SAUSA300_0873,B4,16,_,16_B4
NR-47999,NE1457,4,D10,nagE,"phosphotransferase system, N-acetylglucosamine-specific IIBC component",SAUSA300_1672,B5,16,_,16_B5
NR-48000,NE1458,4,D12,,conserved hypothetical protein,SAUSA300_2094,B6,16,_,16_B6
NR-48001,NE1459,4,D14,,"phosphate ABC transporter, phosphate-binding protein PstS",SAUSA300_1283,B7,16,_,16_B7
NR-48002,NE1460,4,D16,,D-isomer specific 2-hydroxyacid dehydrogenase family protein,SAUSA300_1843,B8,16,_,16_B8
NR-48003,NE1461,4,D18,,conserved hypothetical protein,SAUSA300_0385,B9,16,_,16_B9
NR-48004,NE1462,4,D20,mutS2,DNA mismatch repair MutS2 protein,SAUSA300_1043,B10,16,_,16_B10
NR-48005,NE1463,4,D22,,sodium:alanine symporter family protein,SAUSA300_0914,B11,16,_,16_B11
NR-48006,NE1464,4,D24,purL,phosphoribosylformylglycinamidine synthase II,SAUSA300_0971,B12,16,_,16_B12
NR-48007,NE1465,4,F2,,conserved hypothetical protein,SAUSA300_1008,C1,16,_,16_C1
NR-48008,NE1466,4,F4,,"transcriptional regulator, LysR family",SAUSA300_2480,C2,16,_,16_C2
NR-48009,NE1467,4,F6,arcB,ornithine carbamoyltransferase,SAUSA300_2569,C3,16,_,16_C3
NR-48010,NE1468,4,F8,fhuG,ferrichrome transport permease protein fhuG,SAUSA300_0635,C4,16,_,16_C4
NR-48011,NE1469,4,F10,,conserved hypothetical protein,SAUSA300_0059,C5,16,_,16_C5
NR-48012,NE1470,4,F12,nhaC,Na+/H+ antiporter NhaC,SAUSA300_2250,C6,16,_,16_C6
NR-48013,NE1471,4,F14,,"transcriptional regulator, TetR family",SAUSA300_2300,C7,16,_,16_C7
NR-48014,NE1472,4,F16,rsbW,"anti-sigma-B factor, serine-protein kinase",SAUSA300_2023,C8,16,_,16_C8
NR-48015,NE1473,4,F18,thiM,hydroxyethylthiazole kinase,SAUSA300_2048,C9,16,_,16_C9
NR-48016,NE1474,4,F20,,"ATP-dependent RNA helicase, DEAD/DEAH box family",SAUSA300_1518,C10,16,_,16_C10
NR-48017,NE1475,4,F22,,putative Bacterial sugar transferase,SAUSA300_0131,C11,16,_,16_C11
NR-48018,NE1476,4,F24,-,hypothetical protein,SAUSA300_0813,C12,16,_,16_C12
NR-48019,NE1477,4,H2,entB,isochorismatase,SAUSA300_0189,D1,16,_,16_D1
NR-48020,NE1478,4,H4,-,transporter gate domain-containing protein,SAUSA300_2133,D2,16,_,16_D2
NR-48021,NE1479,4,H6,fosB,fosfomycin resistance protein FosB,SAUSA300_2280,D3,16,_,16_D3
NR-48022,NE1480,4,H8,-,short chain dehydrogenase/reductase family oxidoreductase,SAUSA300_2275,D4,16,_,16_D4
NR-48023,NE1481,4,H10,-,FtsK/SpoIIIE family protein,SAUSA300_1687,D5,16,_,16_D5
NR-48024,NE1482,4,H12,-,proline dipeptidase,SAUSA300_1654,D6,16,_,16_D6
NR-48025,NE1483,4,H14,-,"phi77 ORF020-like protein, phage major tail protein",SAUSA300_1934,D7,16,_,16_D7
NR-48026,NE1484,4,H16,arsB,aresenical pump membrane protein,SAUSA300_1718,D8,16,_,16_D8
NR-48027,NE1485,4,H18,-,acetyltransferase,SAUSA300_2083,D9,16,_,16_D9
NR-48028,NE1486,4,H20,phoP,alkaline phosphatase synthesis transcriptional regulatory protein,SAUSA300_1639,D10,16,_,16_D10
NR-48029,NE1487,4,H22,-,ABC transporter ATP-binding protein,SAUSA300_2288,D11,16,_,16_D11
NR-48030,NE1488,4,H24,-,hypothetical protein,SAUSA300_0323,D12,16,_,16_D12
NR-48031,NE1489,4,J2,-,ABC transporter ATP-binding protein,SAUSA300_2306,E1,16,_,16_E1
NR-48032,NE1490,4,J4,treP,"PTS system, trehalose-specific IIBC component",SAUSA300_0448,E2,16,_,16_E2
NR-48033,NE1491,4,J6,-,hypothetical protein,SAUSA300_1021,E3,16,_,16_E3
NR-48034,NE1492,4,J8,-,hypothetical protein,SAUSA300_2522,E4,16,_,16_E4
NR-48035,NE1493,4,J10,-,hypothetical protein,SAUSA300_0871,E5,16,_,16_E5
NR-48036,NE1494,4,J12,rnc,ribonuclease III,SAUSA300_1126,E6,16,_,16_E6
NR-48037,NE1495,4,J14,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SAUSA300_2055,E7,16,_,16_E7
NR-48038,NE1496,4,J16,-,hypothetical protein,SAUSA300_0372,E8,16,_,16_E8
NR-48039,NE1497,4,J18,-,hypothetical protein,SAUSA300_0675,E9,16,_,16_E9
NR-48040,NE1498,4,J20,-,2-oxoglutarate ferredoxin oxidoreductase subunit beta,SAUSA300_1183,E10,16,_,16_E10
NR-48041,NE1499,4,J22,opp-3B,"oligopeptide permease, channel-forming protein",SAUSA300_0074,E11,16,_,16_E11
NR-48042,NE1500,4,J24,-,hypothetical protein,SAUSA300_0043,E12,16,_,16_E12
NR-48043,NE1501,4,L2,hemX,hemA concentration negative effector hemX,SAUSA300_1618,F1,16,_,16_F1
NR-48044,NE1502,4,L4,asnC,asparaginyl-tRNA synthetase,SAUSA300_1345,F2,16,_,16_F2
NR-48045,NE1503,4,L6,-,hypothetical protein,SAUSA300_0561,F3,16,_,16_F3
NR-48046,NE1504,4,L8,-,Na+/H+ antiporter,SAUSA300_0617,F4,16,_,16_F4
NR-48047,NE1505,4,L10,-,hypothetical protein,SAUSA300_0840,F5,16,_,16_F5
NR-48048,NE1506,4,L12,sspA,V8 protease,SAUSA300_0951,F6,16,_,16_F6
NR-48049,NE1507,4,L14,-,hypothetical protein,SAUSA300_1519,F7,16,_,16_F7
NR-48050,NE1508,4,L16,-,D-lactate dehydrogenase,SAUSA300_2496,F8,16,_,16_F8
NR-48051,NE1509,4,L18,-,ABC transporter ATP-binding protein,SAUSA300_0630,F9,16,_,16_F9
NR-48052,NE1510,4,L20,-,hypothetical protein,SAUSA300_0723,F10,16,_,16_F10
NR-48053,NE1511,4,L22,-,LysR family regulatory protein,SAUSA300_2279,F11,16,_,16_F11
NR-48054,NE1512,4,L24,narJ,"respiratory nitrate reductase, subunit delta",SAUSA300_2341,F12,16,_,16_F12
NR-48055,NE1513,4,N2,-,acylphosphatase,SAUSA300_1297,G1,16,_,16_G1
NR-48056,NE1514,4,N4,-,gamma-aminobutyrate permease,SAUSA300_1231,G2,16,_,16_G2
NR-48057,NE1515,4,N6,-,phiSLT ORF86-like protein,SAUSA300_1427,G3,16,_,16_G3
NR-48058,NE1516,4,N8,-,hypothetical protein,SAUSA300_0606,G4,16,_,16_G4
NR-48059,NE1517,4,N10,-,M16 family peptidase,SAUSA300_1172,G5,16,_,16_G5
NR-48060,NE1518,4,N12,gudB,NAD-specific glutamate dehydrogenase,SAUSA300_0861,G6,16,_,16_G6
NR-48061,NE1519,4,N14,accC,"acetyl-CoA carboxylase, biotin carboxylase",SAUSA300_1563,G7,16,_,16_G7
NR-48062,NE1520,4,N16,-,hypothetical protein,SAUSA300_2030,G8,16,_,16_G8
NR-48063,NE1521,4,N18,-,hypothetical protein,SAUSA300_2620,G9,16,_,16_G9
NR-48064,NE1522,4,N20,-,"putative iron compound A C transporter, iron compound-binding protein",SAUSA300_0219,G10,16,_,16_G10
NR-48065,NE1523,4,N22,ksgA,dimethyladenosine transferase,SAUSA300_0470,G11,16,_,16_G11
NR-48066,NE1524,4,N24,lpl3,tandem lipoprotein,SAUSA300_0415,G12,16,_,16_G12
NR-48067,NE1525,4,P2,-,hypothetical protein,SAUSA300_1745,H1,16,_,16_H1
NR-48068,NE1526,4,P4,carA,carbamoyl phosphate synthase small subunit,SAUSA300_1095,H2,16,_,16_H2
NR-48069,NE1527,4,P6,-,short chain dehydrogenase/reductase family oxidoreductase,SAUSA300_2516,H3,16,_,16_H3
NR-48070,NE1528,4,P8,recQ,ATP-dependent DNA helicase RecQ,SAUSA300_1371,H4,16,_,16_H4
NR-48071,NE1529,4,P10,-,ATP-binding Mrp/Nbp35 family protein,SAUSA300_2125,H5,16,_,16_H5
NR-48072,NE1530,4,P12,ansA,L-asparaginase,SAUSA300_1368,H6,16,_,16_H6
NR-48073,NE1531,4,P14,-,glutamine amidotransferase subunit PdxT,SAUSA300_0505,H7,16,_,16_H7
NR-48074,NE1532,4,P16,agrA,accessory gene regulator protein A,SAUSA300_1992,H8,16,_,16_H8
NR-48075,NE1533,4,P18,-,hypothetical protein,SAUSA300_0007,H9,16,_,16_H9
NR-48076,NE1534,4,P20,-,putative lysophospholipase,SAUSA300_0070,H10,16,_,16_H10
NR-48077,NE1535,4,P22,lacB,galactose-6-phosphate isomerase subunit LacB,SAUSA300_2154,H11,16,_,16_H11
NR-48078,NE1536,4,P24,gcvH,glycine cleavage system protein H,SAUSA300_0791,H12,16,_,16_H12
,,,,,,,Plate 17,,_,_Plate 17
NR-48079,NE1537,5,A1,-,hypothetical protein,SAUSA300_0545,A1,17,_,17_A1
NR-48080,NE1538,5,A3,-,hypothetical protein,SAUSA300_2502,A2,17,_,17_A2
NR-48081,NE1539,5,A5,-,hypothetical protein,SAUSA300_0301,A3,17,_,17_A3
NR-48082,NE1540,5,A7,-,degV family protein,SAUSA300_0733,A4,17,_,17_A4
NR-48083,NE1541,5,A9,-,BioY family protein,SAUSA300_2233,A5,17,_,17_A5
NR-48084,NE1542,5,A11,-,hypothetical protein,SAUSA300_2632,A6,17,_,17_A6
NR-48085,NE1543,5,A13,qoxC,"quinol oxidase, subunit III",SAUSA300_0961,A7,17,_,17_A7
NR-48086,NE1544,5,A15,-,glycerophosphoryl diester phosphodiesterase family protein,SAUSA300_1020,A8,17,_,17_A8
NR-48087,NE1545,5,A17,moeB,molybdopterin biosynthesis protein B,SAUSA300_2227,A9,17,_,17_A9
NR-48088,NE1546,5,A19,-,hypothetical protein,SAUSA300_0981,A10,17,_,17_A10
NR-48089,NE1547,5,A21,-,hypothetical protein,SAUSA300_2508,A11,17,_,17_A11
NR-48090,NE1548,5,A23,atpB,F0F1 ATP synthase subunit A,SAUSA300_2064,A12,17,_,17_A12
NR-48091,NE1549,5,C1,-,hypothetical protein,SAUSA300_0692,B1,17,_,17_B1
NR-48092,NE1550,5,C3,-,nitroreductase family protein,SAUSA300_0788,B2,17,_,17_B2
NR-48093,NE1551,5,C5,-,hypothetical protein,SAUSA300_2236,B3,17,_,17_B3
NR-48094,NE1552,5,C7,-,putative osmoprotectant ABC transporter ATP-binding protein,SAUSA300_0706,B4,17,_,17_B4
NR-48095,NE1553,5,C9,hutG,formimidoylglutamase,SAUSA300_2281,B5,17,_,17_B5
NR-48096,NE1554,5,C11,-,hypothetical protein,SAUSA300_0376,B6,17,_,17_B6
NR-48097,NE1555,5,C13,codY,transcriptional repressor CodY,SAUSA300_1148,B7,17,_,17_B7
NR-48098,NE1556,5,C15,-,hypothetical protein,SAUSA300_0938,B8,17,_,17_B8
NR-48099,NE1557,5,C17,-,hypothetical protein,SAUSA300_2252,B9,17,_,17_B9
NR-48100,NE1558,5,C19,empbp,secretory extracellular matrix and plasma binding protein,SAUSA300_0774,B10,17,_,17_B10
NR-48101,NE1559,5,C21,-,putative lipoprotein,SAUSA300_0344,B11,17,_,17_B11
NR-48102,NE1560,5,C23,-,LysR family transcriptional regulator,SAUSA300_0658,B12,17,_,17_B12
NR-48103,NE1561,5,E1,ebpS,cell surface elastin binding protein,SAUSA300_1370,C1,17,_,17_C1
NR-48104,NE1562,5,E3,arsR,arsenical resistance operon repressor,SAUSA300_1717,C2,17,_,17_C2
NR-48105,NE1563,5,E5,-,superantigen-like protein,SAUSA300_0395,C3,17,_,17_C3
NR-48106,NE1564,5,E7,-,"phiSLT ORF100b-like protein, holin",SAUSA300_1384,C4,17,_,17_C4
NR-48107,NE1565,5,E9,-,hypothetical protein,SAUSA300_0288,C5,17,_,17_C5
NR-48108,NE1566,5,E11,sirC,iron compound ABC transporter permease SirC,SAUSA300_0115,C6,17,_,17_C6
NR-48109,NE1567,5,E13,dapB,dihydrodipicolinate reductase,SAUSA300_1289,C7,17,_,17_C7
NR-48110,NE1568,5,E15,ilvN,acetolactate synthase 1 regulatory subunit,SAUSA300_2008,C8,17,_,17_C8
NR-48111,NE1569,5,E17,-,superantigen-like protein,SAUSA300_0402,C9,17,_,17_C9
NR-48112,NE1570,5,E19,-,hypothetical protein,SAUSA300_0431,C10,17,_,17_C10
NR-48113,NE1571,5,E21,ahpF,alkyl hydroperoxide reductase subunit F,SAUSA300_0379,C11,17,_,17_C11
NR-48114,NE1572,5,E23,-,hypothetical protein,SAUSA300_2163,C12,17,_,17_C12
NR-48115,NE1573,5,G1,deoB,phosphopentomutase,SAUSA300_0141,D1,17,_,17_D1
NR-48116,NE1574,5,G3,-,hypothetical protein,SAUSA300_0767,D2,17,_,17_D2
