ID,Strain Name,Sanger Exact,Location,Locus Tag,Gene Abbrev.,Putative ORF Function
1303,PW2260,+,lacZwp04q2D08,PA0695,,hypothetical protein
1304,PW2261,+,phoAwp10q1F02,PA0695,,hypothetical protein
1305,PW2263,+,phoAwp02q1B07,PA0696,,hypothetical protein
1306,PW2262,+,lacZwp04q3H04,PA0696,,hypothetical protein
1307,PW2264,+,lacZwp01q1B03,PA0697,,hypothetical protein
1308,PW2265,+,lacZwp02q3E04,PA0697,,hypothetical protein
1309,PW2266,+,phoAwp03q3H05,PA0698,,hypothetical protein
1310,PW2267,,lacZwp01q4F07,PA0699,,"probable peptidyl-prolyl cis-trans isomerase, PpiC-type"
1311,PW2268,,phoAwp07q4G10,PA0700,,hypothetical protein
1312,PW2269,+,phoAwp09q3G05,PA0700,,hypothetical protein
1313,PW2270,+,lacZwp06q3C08,PA0701,,probable transcriptional regulator
1314,PW2271,+,phoAwp04q4B01,PA0701,,probable transcriptional regulator
1315,PW2272,+,phoAwp03q3G01,PA0702,,hypothetical protein
1316,PW2273,+,phoAwp07q1H10,PA0702,,hypothetical protein
1317,PW2275,+,phoAwp01q2C04,PA0703,,probable major facilitator superfamily (MFS) transporter
1318,PW2274,+,lacZwp01q2A01,PA0703,,probable major facilitator superfamily (MFS) transporter
1319,PW2276,+,phoAwp06q2D05,PA0704,,probable amidase
1320,PW2277,+,phoAwp09q4A10,PA0704,,probable amidase
1321,PW2279,+,phoAwp04q3E01,PA0705,migA,"alpha-1,6-rhamnosyltransferase MigA"
1322,PW2278,+,phoAwp01q4A03,PA0705,migA,"alpha-1,6-rhamnosyltransferase MigA"
1323,PW8202,,phoAwp01q1B11,PA0705,migA,"alpha-1,6-rhamnosyltransferase MigA"
1324,PW2281,+,phoAwp01q1G11,PA0706,cat,chloramphenicol acetyltransferase
1325,PW2280,+,lacZwp08q2C01,PA0706,cat,chloramphenicol acetyltransferase
1326,PW2282,+,lacZwp01q1C03,PA0707,toxR,transcriptional regulator ToxR
1327,PW2283,+,lacZwp02q2E04,PA0707,toxR,transcriptional regulator ToxR
1328,PW2284,+,phoAwp09q3D03,PA0708,,probable transcriptional regulator
1329,PW2285,+,phoAwp10q1F10,PA0708,,probable transcriptional regulator
1330,PW2286,+,phoAwp09q1E11,PA0709,,hypothetical protein
1331,PW2288,+,phoAwp06q1D01,PA0710,gloA2,lactoylglutathione lyase
1332,PW2287,+,lacZwp05q4A03,PA0710,gloA2,lactoylglutathione lyase
1333,PW2290,+,phoAwp08q4B05,PA0711,,hypothetical protein
1334,PW2289,+,lacZwp07q3D08,PA0711,,hypothetical protein
1335,PW2291,+,phoAwp05q1B10,PA0712,,hypothetical protein
1336,PW2292,+,lacZwp07q4A05,PA0713,,hypothetical protein
1337,PW2293,+,phoAwp02q2F01,PA0713,,hypothetical protein
1338,PW2294,+,phoAwp01q3H02,PA0714,,hypothetical protein
1339,PW2295,+,phoAwp03q1F12,PA0714,,hypothetical protein
1340,PW2296,+,lacZwp03q4D12,PA0716,,hypothetical protein
1341,PW2297,+,phoAwp07q1A06,PA0716,,hypothetical protein
1342,PW2298,+,phoAwp07q4C10,PA0717,,hypothetical protein of bacteriophage Pf1
1343,PW2299,+,phoAwp09q3A02,PA0717,,hypothetical protein of bacteriophage Pf1
1344,PW2300,+,lacZwp06q3A07,PA0718,,hypothetical protein of bacteriophage Pf1
1345,PW2301,+,phoAwp01q1D09,PA0718,,hypothetical protein of bacteriophage Pf1
1346,PW2303,+,phoAwp07q2A05,PA0719,,hypothetical protein of bacteriophage Pf1
1347,PW2302,+,phoAwp01q1C02,PA0719,,hypothetical protein of bacteriophage Pf1
1348,PW2305,+,phoAwp07q2F09,PA0720,,helix destabilizing protein of bacteriophage Pf1
1349,PW2304,+,lacZwp05q2E10,PA0720,,helix destabilizing protein of bacteriophage Pf1
1350,PW2306,+,lacZwp09q2G04,PA0721,,hypothetical protein of bacteriophage Pf1
1351,PW2307,+,phoAwp04q1F07,PA0721,,hypothetical protein of bacteriophage Pf1
1352,PW2308,+,lacZwp03q1G10,PA0722,,hypothetical protein of bacteriophage Pf1
1353,PW2310,+,Supplemental_Plate3H11,PA0722,,hypothetical protein of bacteriophage Pf1
1354,PW2309,+,lacZwp04q2A10,PA0722,,hypothetical protein of bacteriophage Pf1
1355,PW2311,+,lacZwp05q4F12,PA0724,,probable coat protein A of bacteriophage Pf1
1356,PW2312,+,phoAwp05q4B11,PA0724,,probable coat protein A of bacteriophage Pf1
1357,PW2313,+,lacZwp05q2B09,PA0725,,hypothetical protein of bacteriophage Pf1
1358,PW2314,+,lacZwp08q2E09,PA0725,,hypothetical protein of bacteriophage Pf1
1359,PW2316,+,lacZwp07q3A09,PA0726,,hypothetical protein of bacteriophage Pf1
1360,PW2315,+,lacZwp06q1A08,PA0726,,hypothetical protein of bacteriophage Pf1
1361,PW2317,+,phoAwp06q1H08,PA0726,,hypothetical protein of bacteriophage Pf1
1362,PW4610,+,phoAwp06q1F07,PA0726,,hypothetical protein of bacteriophage Pf1
1363,PW4882,+,phoAwp06q1B08,PA0726,,hypothetical protein of bacteriophage Pf1
1364,PW2319,+,lacZwp03q1F05,PA0727,,hypothetical protein from bacteriophage Pf1
1365,PW2320,+,Supplemental_Plate2F05,PA0727,,hypothetical protein from bacteriophage Pf1
1366,PW2322,+,phoAwp09q4F09,PA0728,,probable bacteriophage integrase
1367,PW2321,+,phoAwp04q1F01,PA0728,,probable bacteriophage integrase
1368,PW2324,+,lacZbp03q3B10,PA0729,,hypothetical protein
1369,PW2323,+,lacZbp02q4D05,PA0729,,hypothetical protein
1370,PW2326,+,phoAwp06q3E08,PA0730,,probable transferase
1371,PW2325,+,lacZbp02q4E02,PA0730,,probable transferase
1372,PW2328,+,lacZwp05q2A08,PA0731,,hypothetical protein
1373,PW2327,+,lacZbp03q1F04,PA0731,,hypothetical protein
1374,PW2329,+,phoAbp01q4F11,PA0732,,hypothetical protein
1375,PW2331,+,phoAwp10q1E08,PA0733,,probable pseudouridylate synthase
1376,PW2330,+,lacZwp04q1C01,PA0733,,probable pseudouridylate synthase
1377,PW2333,+,phoAwp03q4H07,PA0734,,hypothetical protein
1378,PW2332,,lacZwp04q4B02,PA0734,,hypothetical protein
1379,PW2334,+,lacZwp02q3B04,PA0735,,hypothetical protein
1380,PW2335,+,phoAbp02q4C12,PA0735,,hypothetical protein
1381,PW2337,+,phoAwp10q2E05,PA0736,,hypothetical protein
1382,PW2336,+,lacZwp06q1F01,PA0736,,hypothetical protein
1383,PW2338,+,lacZwp08q3H05,PA0737,,hypothetical protein
1384,PW2339,+,phoAwp03q4G07,PA0737,,hypothetical protein
1385,PW2340,+,lacZwp07q3H03,PA0738,,conserved hypothetical protein
1386,PW2341,,phoAwp05q2E12,PA0738,,conserved hypothetical protein
1387,PW2342,+,lacZwp03q1A06,PA0739,,probable transcriptional regulator
1388,PW2344,+,Supplemental_Plate2A06,PA0739,,probable transcriptional regulator
1389,PW2343,+,lacZwp05q3H12,PA0739,,probable transcriptional regulator
1390,PW2346,+,phoAwp04q3D09,PA0740,sdsA1,SDS hydrolase SdsA1
1391,PW2345,+,lacZwp04q3F05,PA0740,sdsA1,SDS hydrolase SdsA1
1392,PW2347,+,lacZwp04q2D05,PA0741,,conserved hypothetical protein
1393,PW2349,+,phoAwp09q4G10,PA0742,,hypothetical protein
1394,PW2348,+,lacZwp04q1B07,PA0742,,hypothetical protein
1395,PW2351,+,phoAwp07q4B09,PA0743,,probable 3-hydroxyisobutyrate dehydrogenase
1396,PW2350,+,lacZwp05q4E03,PA0743,,probable 3-hydroxyisobutyrate dehydrogenase
1397,PW2653,+,phoAwp08q2F01,PA0744,,probable enoyl-CoA hydratase/isomerase
1398,PW2352,+,lacZwp06q1D09,PA0744,,probable enoyl-CoA hydratase/isomerase
1399,PW2353,+,phoAwp05q4E07,PA0744,,probable enoyl-CoA hydratase/isomerase
1400,PW2355,+,lacZwp02q4A03,PA0745,,probable enoyl-CoA hydratase/isomerase
1401,PW2354,+,lacZbp02q4F05,PA0745,,probable enoyl-CoA hydratase/isomerase
1402,PW2357,+,lacZwp04q3A11,PA0746,,probable acyl-CoA dehydrogenase
1403,PW2359,+,phoAwp08q1D01,PA0747,,probable aldehyde dehydrogenase
1404,PW2358,+,lacZbp02q1D01,PA0747,,probable aldehyde dehydrogenase
1405,PW2361,+,phoAwp06q3C09,PA0748,,still frameshift probable transcriptional regulator
1406,PW2360,+,lacZwp09q3C03,PA0748,,still frameshift probable transcriptional regulator
1407,PW2362,+,lacZwp03q4F05,PA0749,,hypothetical protein
1408,PW2363,+,lacZwp07q2E10,PA0749,,hypothetical protein
1409,PW2365,+,phoAwp07q4A04,PA0750,ung,uracil-DNA glycosylase
1410,PW2364,+,phoAwp01q1C05,PA0750,ung,uracil-DNA glycosylase
1411,PW2366,+,lacZwp04q4C09,PA0751,,conserved hypothetical protein
1412,PW2367,+,lacZwp08q3G09,PA0751,,conserved hypothetical protein
1413,PW2368,+,phoAbp01q3G07,PA0752,,conserved hypothetical protein
1414,PW2369,+,phoAwp02q4E04,PA0752,,conserved hypothetical protein
1415,PW2371,+,phoAwp06q1F10,PA0753,,hypothetical protein
1416,PW2370,+,phoAbp03q1F06,PA0753,,hypothetical protein
1417,PW2373,+,lacZwp08q3D08,PA0754,,hypothetical protein
1418,PW2372,+,lacZwp03q4H10,PA0754,,hypothetical protein
1419,PW2375,+,Supplemental_Plate3B09,PA0755,opdH,cis-aconitate porin OpdH
1420,PW2374,+,lacZwp03q3F09,PA0755,opdH,cis-aconitate porin OpdH
1421,PW2376,+,Supplemental_Plate4F09,PA0755,opdH,cis-aconitate porin OpdH
1422,PW2378,+,phoAwp04q3C03,PA0756,,probable two-component response regulator
1423,PW2377,+,phoAwp01q1H03,PA0756,,probable two-component response regulator
1424,PW2379,+,lacZwp06q4A12,PA0757,,probable two-component sensor
1425,PW2380,+,Supplemental_Plate3A05,PA0757,,probable two-component sensor
1426,PW2381,+,lacZbp01q2C11,PA0758,,hypothetical protein
1427,PW2382,+,lacZbp02q4A09,PA0758,,hypothetical protein
1428,PW2383,+,Supplemental_Plate3B06,PA0760,,conserved hypothetical protein
1429,PW2385,+,phoAwp08q4H07,PA0761,nadB,L-aspartate oxidase
1430,PW2384,+,lacZwp09q1H12,PA0761,nadB,L-aspartate oxidase
1431,PW2387,,phoAbp02q4A05,PA0763,mucA,anti-sigma factor MucA
1432,PW2389,+,phoAbp01q4E05,PA0764,mucB,negative regulator for alginate biosynthesis MucB
1433,PW2388,+,phoAbp01q2G01,PA0764,mucB,negative regulator for alginate biosynthesis MucB
1434,PW2390,,phoAwp10q2B08,PA0765,mucC,positive regulator for alginate biosynthesis MucC
1435,PW2391,+,lacZwp08q3G11,PA0766,mucD,serine protease MucD precursor
1436,PW2392,+,phoAbp01q2A09,PA0766,mucD,serine protease MucD precursor
1437,PW2393,+,phoAbp03q3G02,PA0767,lepA,GTP-binding protein LepA
1438,PW2394,+,phoAwp04q2E07,PA0767,lepA,GTP-binding protein LepA
1439,PW2395,,lacZwp06q2G07,PA0768,lepB,signal peptidase I
1440,PW2397,+,phoAbp02q2H09,PA0769,,hypothetical protein
1441,PW2396,,lacZwp09q1F08,PA0769,,hypothetical protein
1442,PW2398,+,phoAwp09q3A10,PA0772,recO,DNA repair protein RecO
1443,PW2399,+,phoAwp09q3H05,PA0772,recO,DNA repair protein RecO
1444,PW2400,,phoAwp01q1C07,PA0773,pdxJ,pyridoxal phosphate biosynthetic protein PdxJ
1445,PW2401,+,lacZwp08q1G12,PA0774,,conserved hypothetical protein
1446,PW2404,+,phoAwp09q1F04,PA0775,,conserved hypothetical protein
1447,PW2405,+,phoAwp08q1C11,PA0776,,hypothetical protein
1448,PW2406,+,phoAwp09q4A08,PA0776,,hypothetical protein
1449,PW2408,+,phoAwp10q1B04,PA0777,,hypothetical protein
1450,PW2407,+,phoAbp01q1G10,PA0777,,hypothetical protein
1451,PW2409,+,phoAbp01q3D10,PA0778,icp,inhibitor of cysteine peptidase
1452,PW2410,+,phoAwp03q4F09,PA0778,icp,inhibitor of cysteine peptidase
1453,PW2411,+,lacZbp01q3A07,PA0779,,probable ATP-dependent protease
1454,PW2414,+,lacZbp03q1C03,PA0779,,probable ATP-dependent protease
1455,PW2413,+,lacZbp02q3G11,PA0779,,probable ATP-dependent protease
1456,PW2416,+,phoAwp09q1F09,PA0780,pruR,proline utilization regulator
1457,PW2415,+,lacZwp02q4C12,PA0780,pruR,proline utilization regulator
1458,PW2418,+,phoAbp01q3D04,PA0781,,hypothetical protein
1459,PW2419,+,lacZbp03q4A02,PA0782,putA,proline dehydrogenase PutA
1460,PW2421,+,phoAbp01q4C07,PA0783,putP,sodium/proline symporter PutP
1461,PW2422,+,phoAbp02q4G05,PA0783,putP,sodium/proline symporter PutP
1462,PW2424,+,lacZbp03q2A04,PA0784,,probable transcriptional regulator
1463,PW2423,+,lacZbp01q4C07,PA0784,,probable transcriptional regulator
1464,PW2425,+,lacZwp04q3H06,PA0785,azoR,"azobenzene reductase, AzoR"
1465,PW2426,+,phoAwp05q4E09,PA0785,azoR,"azobenzene reductase, AzoR"
1466,PW2427,,phoAwp04q3B02,PA0786,,probable transporter
1467,PW2428,+,phoAwp02q4G02,PA0787,,hypothetical protein
1468,PW2429,+,phoAwp07q1A03,PA0787,,hypothetical protein
1469,PW2430,+,lacZwp08q3A10,PA0788,,hypothetical protein
1470,PW2431,+,phoAbp03q1B06,PA0788,,hypothetical protein
1471,PW2433,+,phoAbp02q4H10,PA0789,,probable amino acid permease
1472,PW2432,+,lacZwp07q1D02,PA0789,,probable amino acid permease
1473,PW2435,+,phoAwp04q1D01,PA0790,,hypothetical protein
1474,PW2434,+,phoAwp03q3C11,PA0790,,hypothetical protein
1475,PW2437,+,phoAwp08q2D06,PA0791,,probable transcriptional regulator
1476,PW2436,+,phoAwp01q2E05,PA0791,,probable transcriptional regulator
1477,PW2438,+,phoAwp01q1B12,PA0792,prpD,propionate catabolic protein PrpD
1478,PW2439,+,phoAwp10q1A10,PA0792,prpD,propionate catabolic protein PrpD
1479,PW2441,+,phoAbp01q2D02,PA0793,,hypothetical protein
1480,PW2440,+,lacZbp02q1F09,PA0793,,hypothetical protein
1481,PW2442,+,lacZbp01q1G01,PA0794,,probable aconitate hydratase
1482,PW3556,+,phoAwp07q2A01,PA0794,,probable aconitate hydratase
1483,PW2443,+,phoAbp03q2H11,PA0794,,probable aconitate hydratase
1484,PW2444,+,lacZwp05q3C07,PA0795,prpC,citrate synthase 2
1485,PW2445,+,phoAwp05q3C09,PA0795,prpC,citrate synthase 2
1486,PW2446,+,lacZbp01q3B07,PA0796,prpB,carboxyphosphonoenolpyruvate phosphonomutase
1487,PW2447,+,phoAbp01q3E03,PA0796,prpB,carboxyphosphonoenolpyruvate phosphonomutase
1488,PW9053,+,phoAbp01q3F03,PA0796,prpB,carboxyphosphonoenolpyruvate phosphonomutase
1489,PW2449,+,phoAwp08q2G05,PA0797,,probable transcriptional regulator
1490,PW2448,+,lacZbp02q2A02,PA0797,,probable transcriptional regulator
1491,PW2451,+,phoAwp01q4C03,PA0798,pmtA,phospholipid methyltransferase
1492,PW2450,+,lacZwp07q1E05,PA0798,pmtA,phospholipid methyltransferase
1493,PW2453,+,phoAwp09q1E10,PA0799,,probable helicase
1494,PW2452,+,lacZwp05q4A11,PA0799,,probable helicase
1495,PW7062,,phoAwp09q2D08,PA0800,,hypothetical protein
1496,PW2455,+,lacZwp05q4C10,PA0800,,hypothetical protein
1497,PW2454,+,lacZwp05q1C10,PA0800,,hypothetical protein
1498,PW2456,+,phoAbp01q2A02,PA0801,,hypothetical protein
1499,PW2457,+,phoAwp02q3G03,PA0801,,hypothetical protein
1500,PW2459,+,lacZwp06q1B09,PA0802,,hypothetical protein
1501,PW2461,+,lacZwp06q3B03,PA0804,,probable oxidoreductase
1502,PW2460,+,lacZbp01q4A04,PA0804,,probable oxidoreductase
1503,PW2462,+,lacZbp02q1A05,PA0805,,hypothetical protein
1504,PW2463,+,lacZbp02q4F07,PA0805,,hypothetical protein
1505,PW2464,+,lacZwp07q3A11,PA0805,,hypothetical protein
1506,PW2466,+,phoAwp02q4C01,PA0806,,hypothetical protein
1507,PW2465,+,lacZwp05q2D08,PA0806,,hypothetical protein
1508,PW2467,+,lacZbp02q1E07,PA0807,ampDh3,AmpDh3
1509,PW2468,+,phoAwp09q2F08,PA0807,ampDh3,AmpDh3
1510,PW2469,+,lacZwp08q1D02,PA0808,,hypothetical protein
1511,PW2471,+,phoAwp07q4E01,PA0809,,probable transporter
1512,PW2472,+,phoAwp08q2G04,PA0809,,probable transporter
1513,PW2473,+,lacZwp09q3A03,PA0810,,probable haloacid dehalogenase
1514,PW2474,+,phoAwp06q2A05,PA0810,,probable haloacid dehalogenase
1515,PW2476,+,phoAwp03q3G09,PA0811,,probable major facilitator superfamily (MFS) transporter
1516,PW2475,+,phoAwp01q4H05,PA0811,,probable major facilitator superfamily (MFS) transporter
1517,PW2478,+,phoAwp09q2C04,PA0812,,hypothetical protein
1518,PW2477,+,lacZwp02q3A03,PA0812,,hypothetical protein
1519,PW2087,,lacZwp02q2D02,PA0813,,hypothetical protein
1520,PW2479,+,lacZwp04q4H07,PA0813,,hypothetical protein
1521,PW2480,+,phoAwp03q4G04,PA0814,,conserved hypothetical protein
1522,PW2481,+,lacZwp03q1G07,PA0815,,probable transcriptional regulator
1523,PW2483,+,Supplemental_Plate2G07,PA0815,,probable transcriptional regulator
1524,PW2482,+,phoAwp03q2H04,PA0815,,probable transcriptional regulator
1525,PW2485,+,phoAwp06q3F11,PA0816,,probable transcriptional regulator
1526,PW2484,+,lacZwp05q2E01,PA0816,,probable transcriptional regulator
1527,PW2487,+,phoAwp09q3C08,PA0817,,probable ring-cleaving dioxygenase
1528,PW2486,+,phoAwp09q1C09,PA0817,,probable ring-cleaving dioxygenase
1529,PW2488,,lacZwp04q1E01,PA0819,,hypothetical protein
1530,PW2489,+,lacZwp06q2B03,PA0819,,hypothetical protein
1531,PW2491,+,phoAwp04q4G04,PA0820,,hypothetical protein
1532,PW2490,+,lacZwp07q4E05,PA0820,,hypothetical protein
1533,PW2492,+,lacZwp09q2A09,PA0821,,hypothetical protein
1534,PW2493,+,phoAwp04q3A01,PA0821,,hypothetical protein
1535,PW2494,+,lacZbp03q3D01,PA0822,,hypothetical protein
1536,PW2495,+,phoAwp10q2H01,PA0822,,hypothetical protein
1537,PW2497,+,lacZwp02q1D09,PA0823,,hypothetical protein
1538,PW4544,+,phoAwp02q1G06,PA0824,,hypothetical protein
1539,PW2498,+,phoAwp02q3C01,PA0824,,hypothetical protein
1540,PW2499,+,phoAwp06q4C05,PA0824,,hypothetical protein
1541,PW2500,+,lacZwp03q4A04,PA0825,,hypothetical protein
1542,PW2501,+,phoAwp06q1D11,PA0825,,hypothetical protein
1543,PW2502,,phoAwp05q1E01,PA0826,,hypothetical protein
1544,PW2504,+,phoAwp05q4D05,PA0827,,hypothetical protein
1545,PW2503,+,lacZwp09q2B11,PA0827,,hypothetical protein
1546,PW2505,,lacZwp06q3G06,PA0828,,probable transcriptional regulator
1547,PW2506,+,phoAwp06q3A08,PA0829,,probable hydrolase
1548,PW2507,+,phoAwp07q4F04,PA0829,,probable hydrolase
1549,PW2508,+,lacZwp07q3D12,PA0830,,hypothetical protein
1550,PW2509,+,phoAwp05q2D06,PA0830,,hypothetical protein
1551,PW2510,+,phoAwp02q4D11,PA0831,oruR,transcriptional regulator OruR
1552,PW2511,+,phoAwp07q3C05,PA0831,oruR,transcriptional regulator OruR
1553,PW2513,+,phoAwp08q1H11,PA0832,,conserved hypothetical protein
1554,PW2512,+,phoAwp03q4E06,PA0832,,conserved hypothetical protein
1555,PW2515,+,phoAbp03q2B11,PA0833,,hypothetical protein
1556,PW2514,+,phoAbp03q1D07,PA0833,,hypothetical protein
1557,PW2516,+,phoAbp03q1G11,PA0834,,conserved hypothetical protein
1558,PW2517,+,phoAwp04q2F10,PA0834,,conserved hypothetical protein
1559,PW2519,+,phoAwp04q2C10,PA0835,pta,phosphate acetyltransferase
1560,PW9430,+,phoAwp06q2C10,PA0835,pta,phosphate acetyltransferase
1561,PW2518,+,phoAwp01q3E09,PA0835,pta,phosphate acetyltransferase
1562,PW2521,+,phoAwp06q4F12,PA0836,ackA,acetate kinase
1563,PW2520,+,lacZbp01q3F04,PA0836,ackA,acetate kinase
1564,PW2523,+,phoAwp02q1B08,PA0837,slyD,peptidyl-prolyl cis-trans isomerase SlyD
1565,PW2522,+,lacZwp09q2H02,PA0837,slyD,peptidyl-prolyl cis-trans isomerase SlyD
1566,PW2525,+,phoAwp09q2E01,PA0838,,probable glutathione peroxidase
1567,PW2524,+,lacZwp09q1C09,PA0838,,probable glutathione peroxidase
1568,PW2527,+,phoAwp06q1C11,PA0839,,probable transcriptional regulator
1569,PW2526,+,lacZwp09q3H08,PA0839,,probable transcriptional regulator
1570,PW2528,+,lacZwp02q4E03,PA0840,,probable oxidoreductase
1571,PW2529,+,lacZwp07q2G04,PA0840,,probable oxidoreductase
1572,PW2530,+,phoAwp10q1B10,PA0841,,hypothetical protein
1573,PW2531,+,Supplemental_Plate3F05,PA0841,,hypothetical protein
1574,PW2532,+,lacZwp05q2D03,PA0842,,probable glycosyl transferase
1575,PW2533,+,phoAwp04q4A05,PA0842,,probable glycosyl transferase
1576,PW2534,+,lacZwp05q4D05,PA0843,plcR,phospholipase accessory protein PlcR precursor
1577,PW2535,+,lacZwp08q1G07,PA0843,plcR,phospholipase accessory protein PlcR precursor
1578,PW2536,+,lacZwp08q2H02,PA0844,plcH,hemolytic phospholipase C precursor
1579,PW2538,+,phoAwp03q1H07,PA0844,plcH,hemolytic phospholipase C precursor
1580,PW2537,+,lacZwp09q1A09,PA0844,plcH,hemolytic phospholipase C precursor
1581,PW2539,+,lacZwp04q1E12,PA0845,,conserved hypothetical protein
1582,PW2540,+,phoAwp01q2F11,PA0845,,conserved hypothetical protein
1583,PW2541,+,lacZwp06q2G02,PA0846,,probable sulfate uptake protein
1584,PW2542,+,phoAwp09q4H09,PA0846,,probable sulfate uptake protein
1585,PW2543,+,phoAwp01q1B04,PA0847,,hypothetical protein
1586,PW2544,+,phoAwp05q3G10,PA0847,,hypothetical protein
1587,PW2546,+,phoAwp10q1A11,PA0848,,probable alkyl hydroperoxide reductase
1588,PW2545,+,phoAwp09q4B07,PA0848,,probable alkyl hydroperoxide reductase
1589,PW2548,+,phoAwp01q1D08,PA0849,trxB2,thioredoxin reductase 2
1590,PW2547,+,lacZwp08q4D08,PA0849,trxB2,thioredoxin reductase 2
1591,PW2549,+,phoAwp06q3G08,PA0850,,hypothetical protein
1592,PW2551,+,lacZwp02q3F02,PA0851,,hypothetical protein
1593,PW2553,+,phoAbp02q3E06,PA0852,cbpD,chitin-binding protein CbpD precursor
1594,PW2552,+,lacZwp07q2G08,PA0852,cbpD,chitin-binding protein CbpD precursor
1595,PW2554,+,lacZbp03q3H11,PA0853,,probable oxidoreductase
1596,PW3524,+,lacZbp03q3D10,PA0853,,probable oxidoreductase
1597,PW2555,,lacZwp04q3A08,PA0853,,probable oxidoreductase
1598,PW2556,+,lacZbp02q2B12,PA0854,fumC2,fumarate hydratase
1599,PW2557,+,phoAwp01q2F07,PA0854,fumC2,fumarate hydratase
1600,PW2558,+,lacZwp06q1A12,PA0855,,hypothetical protein
1601,PW2559,+,lacZbp01q2G10,PA0856,,hypothetical protein
1602,PW3150,,lacZbp03q2F10,PA0856,,hypothetical protein
1603,PW2496,+,lacZbp03q2C10,PA0856,,hypothetical protein
1604,PW2560,+,phoAbp02q2E01,PA0856,,hypothetical protein
1605,PW2562,+,phoAwp04q1C03,PA0857,bolA,morphogene protein BolA
1606,PW2563,+,lacZwp04q1C06,PA0858,,conserved hypothetical protein
1607,PW2564,+,phoAbp02q3B05,PA0858,,conserved hypothetical protein
1608,PW2565,+,phoAwp09q2F04,PA0859,,hypothetical protein
1609,PW2566,+,phoAwp09q4E08,PA0859,,hypothetical protein
1610,PW4457,,lacZwp09q3G06,PA0860,,probable ATP-binding/permease fusion ABC transporter
1611,PW2568,+,phoAwp09q3B10,PA0860,,probable ATP-binding/permease fusion ABC transporter
1612,PW2570,+,phoAwp04q1A03,PA0861,,hypothetical protein
1613,PW2569,+,lacZwp07q3F02,PA0861,,hypothetical protein
