PA14 NR Set Plate (PO_PlateLabel96),PA14 NR Set Well (PO_PlateLocation96ADD),Parental Library Source Plate (WOR_PlateLabel),Parental Library Source Plate Well (WOR_PlateWellPosition),MutantID,PA14 Genomic Position,PA14 Genome BLASTN Bit Score,Unambiguous Insertion Location?,Locus Tag,"""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)",All Predicted GeneIDs,PAO1 Orthologs,PA14 NR Set Comments,library_position
PAMr_nr_mas_04_2,H3,PA14_MrT7_312wor,H3,29943,774368,240,Y,PA14_09150,GID735,1259,1449,PA4236,katA,catalase,"PA14_09150(1259/1449), PA14_09140*(29/1386)","GID735, GID6614",PA4236,,PAMr_nr_mas_04_2H3
PAMr_nr_mas_04_2,H4,PA14_MrT7_312wor,H4,29944,4290682,541,Y,PA14_48170,GID515,462,1773,PA1242,,conserved hypothetical protein,"PA14_48170(462/1773), PA14_48180*(1024/1551)","GID515, GID5649",PA1242,,PAMr_nr_mas_04_2H4
PAMr_nr_mas_04_2,H5,PA14_MrT7_312wor,H9,29949,4988822,741,Y,PA14_55880,GID2730,550,885,PA4301,,putative pilus assembly protein,"PA14_55880(550/885), PA14_55870*(774/1029)","GID2730, GID6623",PA4301,,PAMr_nr_mas_04_2H5
PAMr_nr_mas_04_2,H6,PA14_MrT7_313wor,A2,29954,2459718,151,Y,PA14_28510,GID4497,430,444,PA2752,,putative membrane protein,PA14_28510(430/444),GID4497,PA2752,,PAMr_nr_mas_04_2H6
PAMr_nr_mas_04_2,H7,PA14_MrT7_313wor,A4,29956,3366205,416,Y,,,,,,,,"PA14_37740*(1440/1851), PA14_37750*(531/888)","GID5884, GID5883",,,PAMr_nr_mas_04_2H7
PAMr_nr_mas_04_2,H8,PA14_MrT7_313wor,A7,29959,4551008,799,Y,,,,,,,,PA14_51210*(206/822),GID3115,PA1015,,PAMr_nr_mas_04_2H8
PAMr_nr_mas_04_2,H9,PA14_MrT7_313wor,A8,29960,3141568,220,Y,PA14_35330,GID1132,670,1308,PA2262,,putative 2-ketogluconate transporter,"PA14_35330(670/1308), PA14_35310*(1686/2664)","GID1132, GID5955",PA2262,,PAMr_nr_mas_04_2H9
PAMr_nr_mas_04_2,H10,PA14_MrT7_313wor,A11,29963,5224962,815,Y,PA14_58630,GID1583,23,1164,PA4519,,putative ornithine decarboxylase,"PA14_58630(23/1164), PA14_58640*(1010/1269)","GID1583, GID6682",PA4519,,PAMr_nr_mas_04_2H10
PAMr_nr_mas_04_2,H11,PA14_MrT7_313wor,B1,29965,1689368,549,Y,PA14_19540,GID2263,120,972,PA3445,,putative ABC-type transporter periplasmic sulfonate-binding protein,PA14_19540(120/972),GID2263,PA3445,,PAMr_nr_mas_04_2H11
PAMr_nr_mas_04_2,H12,PA14_MrT7_313wor,B7,29971,175089,163,Y,,,,,,,,PA14_01920*(803/936),GID7033,,,PAMr_nr_mas_04_2H12
PAMr_nr_mas_04_3,A1,PA14_MrT7_313wor,B10,29974,5054490,85.7,Y,PA14_56730,GID1843,653,1059,PA4362,,conserved hypothetical protein,"PA14_56730(653/1059), PA14_56710*(275/2190)","GID1843, GID6647",PA4362,,PAMr_nr_mas_04_3A1
PAMr_nr_mas_04_3,A2,PA14_MrT7_313wor,B11,29975,6374414,1053,Y,PA14_71530,GID2595,671,858,PA5420,purU2,formyltetrahydrofolate deformylase,"PA14_71530(671/858), PA14_71520*(296/1275)","GID2595, GID6947",PA5420,,PAMr_nr_mas_04_3A2
PAMr_nr_mas_04_3,A3,PA14_MrT7_313wor,C7,29983,145766,222,Y,PA14_01600,GID749,1205,1494,PA0130,,putative aldehyde dehydrogenase,"PA14_01600(1205/1494), PA14_01590*(326/1554)","GID749, GID7024",PA0130,,PAMr_nr_mas_04_3A3
PAMr_nr_mas_04_3,A4,PA14_MrT7_313wor,D2,29990,6119155,391,Y,PA14_68610,GID2567,74,894,PA5193,hslO,"putative chaperonin, 33 kDa","PA14_68610(74/894), PA14_68600*(938/1002)","GID2567, GID4758",PA5193,,PAMr_nr_mas_04_3A4
PAMr_nr_mas_04_3,A5,PA14_MrT7_313wor,D10,29998,2115182,293,Y,PA14_24330,GID204,2147,2382,PA3079,,putative export protein,"PA14_24330(2147/2382), PA14_24320*(395/2877)","GID204, GID6250",PA3079,,PAMr_nr_mas_04_3A5
PAMr_nr_mas_04_3,A6,PA14_MrT7_313wor,E1,30001,1372610,321,Y,PA14_16110,GID6423,17,285,,,conserved hypothetical protein,PA14_16110(17/285),GID6423,,,PAMr_nr_mas_04_3A6
PAMr_nr_mas_04_3,A7,PA14_MrT7_313wor,E4,30004,1423393,371,Y,PA14_16630,GID3169,6,786,PA3692,,"putative outer membrane protein, OmpA",PA14_16630(6/786),GID3169,PA3692,,PAMr_nr_mas_04_3A7
PAMr_nr_mas_04_3,A8,PA14_MrT7_313wor,E10,30010,2735359,307,Y,PA14_31470,GID552,19,1695,PA2557,,putative acyl-CoA synthetases (AMP-forming),PA14_31470(19/1695),GID552,PA2557,,PAMr_nr_mas_04_3A8
PAMr_nr_mas_04_3,A9,PA14_MrT7_313wor,F1,30013,4990634,266,Y,PA14_55900,GID1689,1181,1185,PA4303,,putative pilus assembly protein,PA14_55900(1181/1185),GID1689,PA4303,,PAMr_nr_mas_04_3A9
PAMr_nr_mas_04_3,A10,PA14_MrT7_313wor,F8,30020,4209567,942,Y,PA14_47250,GID4778,321,387,PA1314,,conserved hypothetical protein,PA14_47250(321/387),GID4778,PA1314,,PAMr_nr_mas_04_3A10
PAMr_nr_mas_04_3,A11,PA14_MrT7_313wor,G4,30028,2394400,571,Y,PA14_27580,GID3576,17,663,PA2821,,putative glutathione S-transferase,PA14_27580(17/663),GID3576,PA2821,,PAMr_nr_mas_04_3A11
PAMr_nr_mas_04_3,A12,PA14_MrT7_314wor,A1,30049,4093237,287,Y,PA14_46010,GID700,9,1617,PA1425,,putative ATP-binding component of ABC transporter,PA14_46010(9/1617),GID700,PA1425,,PAMr_nr_mas_04_3A12
PAMr_nr_mas_04_3,B1,PA14_MrT7_314wor,A6,30054,1593356,400,Y,,,,,,,,"PA14_18560*(500/1569), PA14_18570*(931/1533)","GID6367, GID6368",,,PAMr_nr_mas_04_3B1
PAMr_nr_mas_04_3,B2,PA14_MrT7_314wor,A7,30055,6322250,674,Y,PA14_70950,GID857,1327,1473,PA5373,betB,betaine aldehyde dehydrogenase,"PA14_70950(1327/1473), PA14_70960*(90/2148)","GID857, GID6936",PA5373,,PAMr_nr_mas_04_3B2
PAMr_nr_mas_04_3,B3,PA14_MrT7_314wor,A10,30058,4382307,83.8,Y,PA14_49320,GID3512,595,672,PA1167,,hypothetical,PA14_49320(595/672),GID3512,PA1167,,PAMr_nr_mas_04_3B3
PAMr_nr_mas_04_3,B4,PA14_MrT7_314wor,A11,30059,3854528,539,Y,PA14_43270,GID1690,689,1110,PA1643,,putative ATPase,"PA14_43270(689/1110), PA14_43260*(464/1350)","GID1690, GID3935",PA1643,,PAMr_nr_mas_04_3B4
PAMr_nr_mas_04_3,B5,PA14_MrT7_314wor,B3,30063,273158,123,Y,PA14_03100,GID3880,208,642,,,hypothetical protein,PA14_03100(208/642),GID3880,,,PAMr_nr_mas_04_3B5
PAMr_nr_mas_04_3,B6,PA14_MrT7_314wor,B4,30064,4277443,301,Y,,,,,,,,PA14_48050*(9/1662),GID5655,,,PAMr_nr_mas_04_3B6
PAMr_nr_mas_04_3,B7,PA14_MrT7_314wor,C3,30075,4586459,52,Y,PA14_51590,GID5101,218,318,,RS08,hypothetical protein,PA14_51590(218/318),GID5101,,,PAMr_nr_mas_04_3B7
PAMr_nr_mas_04_3,B8,PA14_MrT7_314wor,C5,30077,4053225,464,Y,PA14_45560,GID3347,457,741,PA1460,,putative chemotaxis transmembrane proton channel,"PA14_45560(457/741), PA14_45530*(1305/1923)","GID3347, GID5707",PA1460,,PAMr_nr_mas_04_3B8
PAMr_nr_mas_04_3,B9,PA14_MrT7_314wor,C6,30078,2095226,813,Y,PA14_24150,GID1677,47,1119,PA3093,PA3093,,PA14_24150(47/1119),GID1677,PA3093,,PAMr_nr_mas_04_3B9
PAMr_nr_mas_04_3,B10,PA14_MrT7_314wor,C7,30079,4029040,507,Y,PA14_45180,GID1441,135,1239,PA1488,,putative oxidoreductase,PA14_45180(135/1239),GID1441,PA1488,,PAMr_nr_mas_04_3B10
PAMr_nr_mas_04_3,B11,PA14_MrT7_314wor,D1,30085,2108504,484,Y,PA14_24290,GID334,148,1965,PA3082,gbt,glycine betaine transmethylase,"PA14_24290(148/1965), PA14_24280*(1878/2502)","GID334, GID6251",PA3082,,PAMr_nr_mas_04_3B11
PAMr_nr_mas_04_3,B12,PA14_MrT7_314wor,D5,30089,118162,781,Y,PA14_01200,GID3945,17,1092,,,Hypothetical protein,PA14_01200(17/1092),GID3945,,,PAMr_nr_mas_04_3B12
PAMr_nr_mas_04_3,C1,PA14_MrT7_314wor,D7,30091,5689429,1162,Y,,,,,,,,PA14_63810*(594/1317),GID6772,,,PAMr_nr_mas_04_3C1
PAMr_nr_mas_04_3,C2,PA14_MrT7_314wor,D11,30095,344822,557,Y,PA14_03830,GID2504,175,879,PA0293,aguB,N-carbamoylputrescine amidohydrolase,"PA14_03830(175/879), PA14_03820*(1095/1389)","GID2504, GID7090",PA0293,,PAMr_nr_mas_04_3C2
PAMr_nr_mas_04_3,C3,PA14_MrT7_314wor,E1,30097,3935099,180,Y,PA14_44210,GID930,980,1398,PA1567,,putative Glycine/D-amino acid oxidase,"PA14_44210(980/1398), PA14_44220*(888/1404)","GID930, GID5735",PA1567,,PAMr_nr_mas_04_3C3
PAMr_nr_mas_04_3,C4,PA14_MrT7_314wor,E7,30103,3745938,256,Y,PA14_41970,GID4238,329,507,PA1746,,conserved hypothetical protein,PA14_41970(329/507),GID4238,PA1746,,PAMr_nr_mas_04_3C4
PAMr_nr_mas_04_3,C5,PA14_MrT7_314wor,E8,30104,3504899,615,Y,PA14_39360,GID1156,6,1329,PA1945,,putative sigma-54 dependent transcriptional regulator,"PA14_39360(6/1329), PA14_39370*(1306/1308)","GID1156, GID5842",PA1945,,PAMr_nr_mas_04_3C5
PAMr_nr_mas_04_3,C6,PA14_MrT7_314wor,F7,30115,5987770,817,Y,,,,,,,,PA14_67070*(470/2148),GID6848,,,PAMr_nr_mas_04_3C6
PAMr_nr_mas_04_3,C7,PA14_MrT7_314wor,G5,30125,1431934,81.8,Y,PA14_16720,GID5026,7,348,PA3684,,conserved hypothetical protein,PA14_16720(7/348),GID5026,PA3684,,PAMr_nr_mas_04_3C7
PAMr_nr_mas_04_3,C8,PA14_MrT7_314wor,G8,30128,1394326,684,Y,PA14_16330,GID567,17,1707,PA3716,,conserved hypothetical protein,PA14_16330(17/1707),GID567,PA3716,,PAMr_nr_mas_04_3C8
PAMr_nr_mas_04_3,C9,PA14_MrT7_314wor,G9,30129,366927,1229,Y,PA14_04070,GID4298,353,495,PA0312,,conserved hypothetical protein,PA14_04070(353/495),GID4298,PA0312,,PAMr_nr_mas_04_3C9
PAMr_nr_mas_04_3,C10,PA14_MrT7_314wor,H6,30138,4859542,464,Y,PA14_54830,GID2440,433,903,PA0730,,putative transferase,PA14_54830(433/903),GID2440,PA0730,,PAMr_nr_mas_04_3C10
PAMr_nr_mas_04_3,C11,PA14_MrT7_314wor,H10,30142,3761744,482,Y,PA14_42160,GID897,459,1413,PA1730,,conserved hypothetical protein,"PA14_42160(459/1413), PA14_42170*(805/1488)","GID897, GID5773",PA1730,,PAMr_nr_mas_04_3C11
PAMr_nr_mas_04_3,C12,PA14_MrT7_315wor,C5,30173,223626,176,Y,PA14_02470,GID1002,1288,1437,PA0196,pntB,"pyridine nucleotide transhydrogenase, beta subunit",PA14_02470(1288/1437),GID1002,PA0196,,PAMr_nr_mas_04_3C12
PAMr_nr_mas_04_3,D1,PA14_MrT7_315wor,D7,30187,29653,155,Y,PA14_00310,GID1342,1020,1287,PA0027,,putative peptidyl-prolyl isomerase,PA14_00310(1020/1287),GID1342,PA0027,,PAMr_nr_mas_04_3D1
PAMr_nr_mas_04_3,D2,PA14_MrT7_315wor,E3,30195,1705901,285,Y,PA14_19800,GID3182,433,744,PA3423,,"putative transcriptional regulator, AraC family","PA14_19800(433/744), PA14_19780*(581/1425), PA14_19790*(348/909)","GID3182, GID6343, GID6342",PA3423,,PAMr_nr_mas_04_3D2
PAMr_nr_mas_04_3,D3,PA14_MrT7_315wor,E4,30196,1203880,101,Y,PA14_14040,GID1477,324,1194,PA3861,,putative ATP-dependent RNA helicase RhlB,PA14_14040(324/1194),GID1477,PA3861,,PAMr_nr_mas_04_3D3
PAMr_nr_mas_04_3,D4,PA14_MrT7_315wor,E7,30199,2445532,244,Y,PA14_28280,GID3018,619,780,PA2770,,"putative phenazine biosynthesis protein, PhzF family","PA14_28280(619/780), PA14_28270*(660/1419)","GID3018, GID6159",PA2770,,PAMr_nr_mas_04_3D4
PAMr_nr_mas_04_3,D5,PA14_MrT7_315wor,E9,30201,135246,1174,Y,PA14_01430,GID3259,85,729,PA0117,,putative short chain dehydrogenase,"PA14_01430(85/729), PA14_01420*(1305/1410)","GID3259, GID7020",PA0117,,PAMr_nr_mas_04_3D5
PAMr_nr_mas_04_3,D6,PA14_MrT7_315wor,E12,30204,1894022,799,Y,PA14_21770,GID5115,64,315,PA3265,,putative DMT superfamily transport protein,PA14_21770(64/315),GID5115,PA3265,,PAMr_nr_mas_04_3D6
PAMr_nr_mas_04_3,D7,PA14_MrT7_315wor,F4,30208,334422,121,Y,PA14_03720,GID212,328,2283,PA0285,,putative sensory box/GGDEF domain/EAL domain protein,PA14_03720(328/2283),GID212,PA0285,,PAMr_nr_mas_04_3D7
PAMr_nr_mas_04_3,D8,PA14_MrT7_315wor,F10,30214,5405110,1271,Y,PA14_60650,GID1414,15,1215,PA4583,,conserved hypothetical protein,"PA14_60650(15/1215), PA14_60640*(1657/1746)","GID1414, GID6708",PA4583,,PAMr_nr_mas_04_3D8
PAMr_nr_mas_04_3,D9,PA14_MrT7_315wor,G3,30219,4977965,731,Y,PA14_55760,GID3355,308,687,PA4291,,conserved hypothetical protein,PA14_55760(308/687),GID3355,PA4291,,PAMr_nr_mas_04_3D9
PAMr_nr_mas_04_3,D10,PA14_MrT7_315wor,G4,30220,675947,914,Y,PA14_07840,GID3825,373,633,PA0601,,putative two-component response regulator,"PA14_07840(373/633), PA14_07830*(180/2322)","GID3825, GID7185",PA0601,,PAMr_nr_mas_04_3D10
PAMr_nr_mas_04_3,D11,PA14_MrT7_315wor,G10,30226,6403392,1273,Y,PA14_71850,GID97,440,2853,PA5442,,conserved hypothetical protein,PA14_71850(440/2853),GID97,PA5442,,PAMr_nr_mas_04_3D11
PAMr_nr_mas_04_3,D12,PA14_MrT7_315wor,G11,30227,3463053,1110,Y,PA14_38840,GID731,1151,1521,PA1984,,NAD+ dependent acetaldehyde dehydrogenase,"PA14_38840(1151/1521), PA14_38830*(533/1800)","GID731, GID5855",PA1984,,PAMr_nr_mas_04_3D12
PAMr_nr_mas_04_3,E1,PA14_MrT7_315wor,H9,30237,4062204,979,Y,PA14_45680,GID323,1690,2124,PA1452,flhA,flagellar biosynthesis protein FlhA,"PA14_45680(1690/2124), PA14_45670*(519/2466)","GID323, GID5702",PA1452,,PAMr_nr_mas_04_3E1
PAMr_nr_mas_04_3,E2,PA14_MrT7_316wor,A12,30252,5314460,688,Y,PA14_59720,GID3224,297,747,,cupD2,putative pili assembly chaperone,PA14_59720(297/747),GID3224,,,PAMr_nr_mas_04_3E2
PAMr_nr_mas_04_3,E3,PA14_MrT7_316wor,B5,30257,995828,575,Y,,,,,,,,PA14_11500*(454/567),GID6558,,,PAMr_nr_mas_04_3E3
PAMr_nr_mas_04_3,E4,PA14_MrT7_316wor,B11,30263,2782269,61.9,Y,PA14_31950,GID1022,589,1419,PA2524,,putative heavy metal sensor histidine kinase,"PA14_31950(589/1419), PA14_31940*(984/1593)","GID1022, GID6044",PA2524,,PAMr_nr_mas_04_3E4
PAMr_nr_mas_04_3,E5,PA14_MrT7_316wor,C5,30269,6385936,272,Y,PA14_71680,GID824,762,1476,PA5431,,"putative transcriptional regulator, GntR family",PA14_71680(762/1476),GID824,PA5431,,PAMr_nr_mas_04_3E5
PAMr_nr_mas_04_3,E6,PA14_MrT7_316wor,C12,30276,4172567,264,Y,PA14_46850,GID3382,551,693,PA1347,,putative transcriptional regulator,PA14_46850(551/693),GID3382,PA1347,,PAMr_nr_mas_04_3E6
PAMr_nr_mas_04_3,E7,PA14_MrT7_316wor,D7,30283,4732373,961,Y,PA14_53370,GID3811,9,624,PA0843,plcR,phospholipase accessory protein PlcR precursor,PA14_53370(9/624),GID3811,PA0843,,PAMr_nr_mas_04_3E7
PAMr_nr_mas_04_3,E8,PA14_MrT7_316wor,E5,30293,271137,965,Y,PA14_03070,GID2692,400,867,PA0248,,putative transcriptional regulator,"PA14_03070(400/867), PA14_03060*(578/1530)","GID2692, GID7062",PA0248,,PAMr_nr_mas_04_3E8
PAMr_nr_mas_04_3,E9,PA14_MrT7_316wor,F6,30306,401063,1195,Y,PA14_04510,GID1098,875,1380,PA0344,,conserved hypothetical protein,"PA14_04510(875/1380), PA14_04500*(542/1848)","GID1098, GID7108",PA0344,,PAMr_nr_mas_04_3E9
PAMr_nr_mas_04_3,E10,PA14_MrT7_316wor,F9,30309,6045913,854,Y,PA14_67680,GID904,284,1431,PA5125,ntrC,two-component response regulator NtrC,"PA14_67680(284/1431), PA14_67690*(1379/1434)","GID904, GID6861",PA5125,,PAMr_nr_mas_04_3E10
PAMr_nr_mas_04_3,E11,PA14_MrT7_316wor,F10,30310,568308,749,Y,PA14_06480,GID2180,270,978,PA0496,,putative hydrolase,"PA14_06480(270/978), PA14_06470*(694/1356)","GID2180, GID7153",PA0496,,PAMr_nr_mas_04_3E11
PAMr_nr_mas_04_3,E12,PA14_MrT7_316wor,G5,30317,6324975,993,Y,PA14_70980,GID708,413,1551,PA5375,betT1,choline/carnitine/betaine transporter family protein,"PA14_70980(413/1551), PA14_70990*(12/1506)","GID708, GID6937",PA5375,,PAMr_nr_mas_04_3E12
PAMr_nr_mas_04_3,F1,PA14_MrT7_316wor,G8,30320,1570701,323,Y,PA14_18300,GID952,139,1395,PA3559,,putative nucleotide sugar dehydrogenase,"PA14_18300(139/1395), PA14_18270*(3167/3327)","GID952, GID6379",PA3559,,PAMr_nr_mas_04_3F1
PAMr_nr_mas_04_3,F2,PA14_MrT7_316wor,G10,30322,1807241,1253,Y,PA14_21000,GID1125,1217,1329,PA3329,,hypothetical protein,"PA14_21000(1217/1329), PA14_20990*(116/1404)","GID1125, GID6320",PA3329,,PAMr_nr_mas_04_3F2
PAMr_nr_mas_04_3,F3,PA14_MrT7_316wor,H2,30326,4557165,908,Y,PA14_51280,GID4010,302,558,PA1009,,Putative glycine cleavage system transcriptional repressor,PA14_51280(302/558),GID4010,PA1009,,PAMr_nr_mas_04_3F3
PAMr_nr_mas_04_3,F4,PA14_MrT7_316wor,H5,30329,2141075,1124,Y,PA14_24490,GID34,2784,3582,PA3063,,conserved hypothetical protein,PA14_24490(2784/3582),GID34,PA3063,,PAMr_nr_mas_04_3F4
PAMr_nr_mas_04_3,F5,PA14_MrT7_316wor,H9,30333,6225402,1217,Y,,,,,,,,PA14_69790*(256/1548),GID6909,,,PAMr_nr_mas_04_3F5
PAMr_nr_mas_04_3,F6,PA14_MrT7_317wor,A5,30341,5259687,523,Y,PA14_59050,GID2011,558,1017,PA3849,,Nucleoid-associated protein,"PA14_59050(558/1017), PA14_59040*(721/1455)","GID2011, GID6686",PA3849,,PAMr_nr_mas_04_3F6
PAMr_nr_mas_04_3,F7,PA14_MrT7_317wor,A7,30343,115553,155,Y,PA14_01170,GID4624,20,450,PA0096,,conserved hypothetical protein,PA14_01170(20/450),GID4624,PA0096,,PAMr_nr_mas_04_3F7
PAMr_nr_mas_04_3,F8,PA14_MrT7_317wor,A8,30344,3993126,954,Y,PA14_44800,GID1179,344,1350,PA1519,,putative transporter,"PA14_44800(344/1350), PA14_44790*(803/1524), PA14_44810*(123/1374)","GID1179, GID5724, GID5723",PA1519,,PAMr_nr_mas_04_3F8
PAMr_nr_mas_04_3,F9,PA14_MrT7_317wor,A9,30345,5594296,1245,Y,PA14_62670,GID5368,136,219,PA4737,,conserved hypothetical protein,PA14_62670(136/219),GID5368,PA4737,,PAMr_nr_mas_04_3F9
PAMr_nr_mas_04_3,F10,PA14_MrT7_317wor,A12,30348,6166138,900,Y,PA14_69130,GID977,1016,1347,PA5235,glpT,glycerol-3-phosphate transporter,"PA14_69130(1016/1347), PA14_69120*(215/1299)","GID977, GID6891",PA5235,,PAMr_nr_mas_04_3F10
PAMr_nr_mas_04_3,F11,PA14_MrT7_317wor,B9,30357,6101921,373,Y,PA14_68390,GID3501,113,666,PA5177,,putative hydrolase,PA14_68390(113/666),GID3501,PA5177,,PAMr_nr_mas_04_3F11
PAMr_nr_mas_04_3,F12,PA14_MrT7_317wor,C4,30364,3298951,1201,Y,PA14_37030,GID131,583,2619,PA2130,cupA3,usher,"PA14_37030(583/2619), PA14_37020*(2109/2724)","GID131, GID5906",PA2130,,PAMr_nr_mas_04_3F12
PAMr_nr_mas_04_3,G1,PA14_MrT7_317wor,C10,30370,1721723,850,Y,PA14_20000,GID2220,983,987,PA3409,,"putative Fe2+-dicitrate sensor, membrane component",PA14_20000(983/987),GID2220,PA3409,,PAMr_nr_mas_04_3G1
PAMr_nr_mas_04_3,G2,PA14_MrT7_317wor,C11,30371,639442,595,Y,PA14_07450,GID1806,417,1122,PA0574,PA0574,Hypothetical protein,PA14_07450(417/1122),GID1806,PA0574,,PAMr_nr_mas_04_3G2
PAMr_nr_mas_04_3,G3,PA14_MrT7_317wor,C12,30372,4788646,153,Y,PA14_54000,GID788,68,1485,PA0792,prpD,propionate catabolic protein PrpD,"PA14_54000(68/1485), PA14_53990*(1361/1893)","GID788, GID5542",PA0792,,PAMr_nr_mas_04_3G3
PAMr_nr_mas_04_3,G4,PA14_MrT7_317wor,D1,30373,5952039,1080,Y,PA14_66660,GID2045,65,1065,PA5044,pilM,type 4 fimbrial biogenesis protein PilM,PA14_66660(65/1065),GID2045,PA5044,,PAMr_nr_mas_04_3G4
PAMr_nr_mas_04_3,G5,PA14_MrT7_317wor,D6,30378,5755140,1372,Y,PA14_64590,GID1133,35,1317,PA4887,,putative MFS transporter,"PA14_64590(35/1317), PA14_64600*(1133/1890)","GID1133, GID6789",PA4887,,PAMr_nr_mas_04_3G5
PAMr_nr_mas_04_3,G6,PA14_MrT7_317wor,D11,30383,2314193,918,Y,PA14_26560,GID3077,244,810,PA2900,,putative outer membrane protein precursor,PA14_26560(244/810),GID3077,PA2900,,PAMr_nr_mas_04_3G6
PAMr_nr_mas_04_3,G7,PA14_MrT7_317wor,E3,30387,5935475,375,Y,PA14_66540,GID2165,185,981,PA5033,,hypothetical protein,PA14_66540(185/981),GID2165,PA5033,,PAMr_nr_mas_04_3G7
PAMr_nr_mas_04_3,G8,PA14_MrT7_317wor,E5,30389,3133066,535,Y,PA14_35230,GID1588,457,1206,PA2269,,putative efflux protein,"PA14_35230(457/1206), PA14_35220*(536/2376)","GID1588, GID5958",PA2269,,PAMr_nr_mas_04_3G8
PAMr_nr_mas_04_3,G9,PA14_MrT7_317wor,E11,30395,2531852,1017,Y,PA14_29260,GID2484,56,894,PA2696,,putative transcriptional regulator,PA14_29260(56/894),GID2484,PA2696,,PAMr_nr_mas_04_3G9
PAMr_nr_mas_04_3,G10,PA14_MrT7_317wor,F4,30400,1241926,289,Y,PA14_14520,GID4255,77,498,PA3826,,putative membrane protein,PA14_14520(77/498),GID4255,PA3826,,PAMr_nr_mas_04_3G10
PAMr_nr_mas_04_3,G11,PA14_MrT7_317wor,F5,30401,3448639,888,Y,PA14_38660,GID3417,23,699,PA1999,,"putative CoA transferase, subunit A","PA14_38660(23/699), PA14_38650*(588/1347)","GID3417, GID5860",PA1999,,PAMr_nr_mas_04_3G11
PAMr_nr_mas_04_3,G12,PA14_MrT7_317wor,F10,30406,1287525,1041,Y,PA14_15190,GID4389,149,495,PA3780,,putative TRAP-type C4-dicarboxylate transport protein,PA14_15190(149/495),GID4389,PA3780,,PAMr_nr_mas_04_3G12
PAMr_nr_mas_04_3,H1,PA14_MrT7_317wor,G4,30412,5126661,1183,Y,PA14_57560,GID1340,1164,1212,PA4430,,putative cytochrome b,"PA14_57560(1164/1212), PA14_57550*(70/1290)","GID1340, GID6661",PA4430,,PAMr_nr_mas_04_3H1
PAMr_nr_mas_04_3,H2,PA14_MrT7_317wor,G10,30418,1375241,916,Y,PA14_16150,GID3663,8,696,PA3731,,putative phage shock protein,PA14_16150(8/696),GID3663,PA3731,,PAMr_nr_mas_04_3H2
PAMr_nr_mas_04_3,H3,PA14_MrT7_317wor,G11,30419,4626152,676,Y,PA14_52160,GID2851,5,831,PA0935,,conserved hypothetical protein,PA14_52160(5/831),GID2851,PA0935,,PAMr_nr_mas_04_3H3
PAMr_nr_mas_04_3,H4,PA14_MrT7_317wor,H7,30427,1292402,325,Y,PA14_15250,GID3124,91,783,PA3775,,putative membrane protein,"PA14_15250(91/783), PA14_15220*(2583/2829)","GID3124, GID6461",PA3775,,PAMr_nr_mas_04_3H4
PAMr_nr_mas_04_3,H5,PA14_MrT7_318wor,B2,30446,3820769,1174,Y,PA14_42970,GID774,652,1512,PA1663,,putative sigma-54 dependent transcriptional regulator,PA14_42970(652/1512),GID774,PA1663,,PAMr_nr_mas_04_3H5
PAMr_nr_mas_04_3,H6,PA14_MrT7_318wor,B4,30448,3003789,297,Y,PA14_33810,GID1140,256,1332,PA2386,pvdA,L-ornithine N5-oxygenase,"PA14_33810(256/1332), PA14_33790*(678/1659)","GID1140, GID5993",PA2386,,PAMr_nr_mas_04_3H6
PAMr_nr_mas_04_3,H7,PA14_MrT7_318wor,B6,30450,4104156,1080,Y,PA14_46140,GID1063,1061,1383,PA1416,,putative oxidoreductase,"PA14_46140(1061/1383), PA14_46130*(353/1602)","GID1063, GID5691",PA1416,,PAMr_nr_mas_04_3H7
PAMr_nr_mas_04_3,H8,PA14_MrT7_318wor,B7,30451,3021060,620,Y,PA14_33980,GID5989,207,534,,,hypothetical,PA14_33980(207/534),GID5989,,,PAMr_nr_mas_04_3H8
PAMr_nr_mas_04_3,H9,PA14_MrT7_318wor,B9,30453,4651451,718,Y,PA14_52400,GID428,92,1905,PA0917,kup,potassium uptake protein Kup,"PA14_52400(92/1905), PA14_52390*(1829/2004)","GID428, GID5571",PA0917,,PAMr_nr_mas_04_3H9
PAMr_nr_mas_04_3,H10,PA14_MrT7_318wor,C2,30458,1270531,551,Y,PA14_14960,GID2894,304,795,PA3797,,putative amidohydrolase,"PA14_14960(304/795), PA14_14950*(804/1125)","GID2894, GID6468",PA3797,,PAMr_nr_mas_04_3H10
PAMr_nr_mas_04_3,H11,PA14_MrT7_318wor,C6,30462,4162710,165,Y,PA14_46700,GID2754,269,894,PA1360,,putative membrane protein,"PA14_46700(269/894), PA14_46690*(837/1509)","GID2754, GID5679",PA1360,,PAMr_nr_mas_04_3H11
PAMr_nr_mas_04_3,H12,PA14_MrT7_318wor,D3,30471,2700902,761,Y,PA14_31060,GID6085,377,618,,,hypothetical,PA14_31060(377/618),GID6085,,,PAMr_nr_mas_04_3H12
