LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Gene Name,Product Description,Accession,GO Term,Namespace
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0031564,transcription antitermination,biological_process
PALES_51301,nusA,always essential,4,4,4,transcription elongation factor NusA,nusA,transcription elongation factor NusA,GO:0000166,nucleotide binding,molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0016868,"intramolecular transferase activity, phosphotransferases",molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0071704,organic substance metabolic process,biological_process
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0000287,magnesium ion binding,molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0008966,phosphoglucosamine mutase activity,molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0004615,phosphomannomutase activity,molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0004614,phosphoglucomutase activity,molecular_function
PALES_51341,glmM,always essential,4,4,4,phosphoglucosamine mutase,glmM,phosphoglucosamine mutase,GO:0009252,peptidoglycan biosynthetic process,biological_process
PALES_51351,folP,always essential,4,4,4,dihydropteroate synthase,folP,dihydropteroate synthase,GO:0044237,cellular metabolic process,biological_process
PALES_51351,folP,always essential,4,4,4,dihydropteroate synthase,folP,dihydropteroate synthase,GO:0042558,pteridine-containing compound metabolic process,biological_process
PALES_51351,folP,always essential,4,4,4,dihydropteroate synthase,folP,dihydropteroate synthase,GO:0009396,folic acid-containing compound biosynthetic process,biological_process
PALES_51351,folP,always essential,4,4,4,dihydropteroate synthase,folP,dihydropteroate synthase,GO:0004156,dihydropteroate synthase activity,molecular_function
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0004222,metalloendopeptidase activity,molecular_function
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0005524,ATP binding,molecular_function
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0006508,proteolysis,biological_process
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0016020,membrane,cellular_component
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0008270,zinc ion binding,molecular_function
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0016021,integral component of membrane,cellular_component
PALES_51361,ftsH,always essential,4,4,4,cell division protein FtsH,ftsH,cell division protein FtsH,GO:0071236,cellular response to antibiotic,biological_process
PALES_51451,dnaJ,always essential,4,4,4,DnaJ protein,dnaJ,DnaJ protein,GO:0005524,ATP binding,molecular_function
PALES_51451,dnaJ,always essential,4,4,4,DnaJ protein,dnaJ,DnaJ protein,GO:0006457,protein folding,biological_process
PALES_51451,dnaJ,always essential,4,4,4,DnaJ protein,dnaJ,DnaJ protein,GO:0009408,response to heat,biological_process
PALES_51451,dnaJ,always essential,4,4,4,DnaJ protein,dnaJ,DnaJ protein,GO:0051082,unfolded protein binding,molecular_function
PALES_51451,dnaJ,always essential,4,4,4,DnaJ protein,dnaJ,DnaJ protein,GO:0031072,heat shock protein binding,molecular_function
PALES_51691,PALES_51691,always essential,4,4,4,putative transcriptional regulator,PALES_51691,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_51691,PALES_51691,always essential,4,4,4,putative transcriptional regulator,PALES_51691,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_51691,PALES_51691,always essential,4,4,4,putative transcriptional regulator,PALES_51691,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_52321,accB,always essential,4,4,4,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,GO:0003989,acetyl-CoA carboxylase activity,molecular_function
PALES_52321,accB,always essential,4,4,4,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,GO:0006633,fatty acid biosynthetic process,biological_process
PALES_52321,accB,always essential,4,4,4,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,GO:0009317,acetyl-CoA carboxylase complex,cellular_component
PALES_52471,PALES_52471,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_52471,putative ATP-binding component of ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_52471,PALES_52471,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_52471,putative ATP-binding component of ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_52561,PALES_52561,always essential,4,4,4,hypothetical protein,PALES_52561,hypothetical protein,GO:0008270,zinc ion binding,molecular_function
PALES_53061,nadE,always essential,4,4,4,NAD synthetase,nadE,NAD synthetase,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,molecular_function
PALES_53061,nadE,always essential,4,4,4,NAD synthetase,nadE,NAD synthetase,GO:0004359,glutaminase activity,molecular_function
PALES_53061,nadE,always essential,4,4,4,NAD synthetase,nadE,NAD synthetase,GO:0005737,cytoplasm,cellular_component
PALES_53061,nadE,always essential,4,4,4,NAD synthetase,nadE,NAD synthetase,GO:0009435,NAD biosynthetic process,biological_process
PALES_53061,nadE,always essential,4,4,4,NAD synthetase,nadE,NAD synthetase,GO:0008795,NAD+ synthase activity,molecular_function
PALES_53211,rpsF,always essential,4,4,4,30S ribosomal protein S6,rpsF,30S ribosomal protein S6,GO:0003735,structural constituent of ribosome,molecular_function
PALES_53211,rpsF,always essential,4,4,4,30S ribosomal protein S6,rpsF,30S ribosomal protein S6,GO:0005840,ribosome,cellular_component
PALES_53211,rpsF,always essential,4,4,4,30S ribosomal protein S6,rpsF,30S ribosomal protein S6,GO:0006412,translation,biological_process
PALES_53211,rpsF,always essential,4,4,4,30S ribosomal protein S6,rpsF,30S ribosomal protein S6,GO:0019843,rRNA binding,molecular_function
PALES_53301,hfq,always essential,4,4,4,RNA-binding protein Hfq,hfq,RNA-binding protein Hfq,GO:0003723,RNA binding,molecular_function
PALES_53301,hfq,always essential,4,4,4,RNA-binding protein Hfq,hfq,RNA-binding protein Hfq,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_53431,psd,always essential,4,4,4,phosphatidylserine decarboxylase,psd,phosphatidylserine decarboxylase,GO:0004609,phosphatidylserine decarboxylase activity,molecular_function
PALES_53431,psd,always essential,4,4,4,phosphatidylserine decarboxylase,psd,phosphatidylserine decarboxylase,GO:0008654,phospholipid biosynthetic process,biological_process
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0003677,DNA binding,molecular_function
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0005524,ATP binding,molecular_function
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0005694,chromosome,cellular_component
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0006265,DNA topological change,biological_process
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0009340,DNA topoisomerase IV complex,cellular_component
PALES_53531,parE,always essential,4,4,4,DNA topoisomerase IV subunit B,parE,DNA topoisomerase IV subunit B,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",molecular_function
PALES_53851,rfaE,always essential,4,4,4,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_53851,rfaE,always essential,4,4,4,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function
PALES_53851,rfaE,always essential,4,4,4,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,GO:0016779,nucleotidyltransferase activity,molecular_function
PALES_53851,rfaE,always essential,4,4,4,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,GO:0003824,catalytic activity,molecular_function
PALES_53851,rfaE,always essential,4,4,4,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,GO:0009058,biosynthetic process,biological_process
PALES_53971,PALES_53971,always essential,4,4,4,putative lipopolysaccharide core biosynthesis protein,PALES_53971,putative lipopolysaccharide core biosynthesis protein,GO:0004672,protein kinase activity,molecular_function
PALES_53971,PALES_53971,always essential,4,4,4,putative lipopolysaccharide core biosynthesis protein,PALES_53971,putative lipopolysaccharide core biosynthesis protein,GO:0006468,protein phosphorylation,biological_process
PALES_54001,waaC,always essential,4,4,4,heptosyltransferase I,waaC,heptosyltransferase I,GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function
PALES_54001,waaC,always essential,4,4,4,heptosyltransferase I,waaC,heptosyltransferase I,GO:0008920,lipopolysaccharide heptosyltransferase activity,molecular_function
PALES_54001,waaC,always essential,4,4,4,heptosyltransferase I,waaC,heptosyltransferase I,GO:0009244,lipopolysaccharide core region biosynthetic process,biological_process
PALES_54011,waaF,always essential,4,4,4,heptosyltransferase II,waaF,heptosyltransferase II,GO:0009103,lipopolysaccharide biosynthetic process,biological_process
PALES_54011,waaF,always essential,4,4,4,heptosyltransferase II,waaF,heptosyltransferase II,GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0003676,nucleic acid binding,molecular_function
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0005524,ATP binding,molecular_function
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0003677,DNA binding,molecular_function
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0003678,DNA helicase activity,molecular_function
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0006260,DNA replication,biological_process
PALES_54401,priA,always essential,4,4,4,primosome assembly protein PriA,priA,primosome assembly protein PriA,GO:0032508,DNA duplex unwinding,biological_process
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0004814,arginine-tRNA ligase activity,molecular_function
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0005737,cytoplasm,cellular_component
PALES_54411,argS,always essential,4,4,4,arginyl-tRNA synthetase,argS,arginyl-tRNA synthetase,GO:0006420,arginyl-tRNA aminoacylation,biological_process
PALES_54421,PALES_54421,always essential,4,4,4,putative cell division protein,PALES_54421,putative cell division protein,GO:0042834,peptidoglycan binding,molecular_function
PALES_54591,tatB,always essential,4,4,4,sec-independent translocase,tatB,sec-independent translocase,GO:0016020,membrane,cellular_component
PALES_54591,tatB,always essential,4,4,4,sec-independent translocase,tatB,sec-independent translocase,GO:0043953,protein transport by the Tat complex,biological_process
PALES_54591,tatB,always essential,4,4,4,sec-independent translocase,tatB,sec-independent translocase,GO:0015031,protein transport,biological_process
PALES_55001,fbp,always essential,4,4,4,"fructose-1,6-bisphosphatase",fbp,"fructose-1,6-bisphosphatase",GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity",molecular_function
PALES_55001,fbp,always essential,4,4,4,"fructose-1,6-bisphosphatase",fbp,"fructose-1,6-bisphosphatase",GO:0005975,carbohydrate metabolic process,biological_process
PALES_55001,fbp,always essential,4,4,4,"fructose-1,6-bisphosphatase",fbp,"fructose-1,6-bisphosphatase",GO:0016791,phosphatase activity,molecular_function
PALES_56151,PALES_56151,always essential,4,4,4,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",PALES_56151,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function
PALES_56151,PALES_56151,always essential,4,4,4,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",PALES_56151,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",GO:0055114,oxidation-reduction process,biological_process
PALES_56151,PALES_56151,always essential,4,4,4,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",PALES_56151,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",GO:0071949,FAD binding,molecular_function
PALES_56151,PALES_56151,always essential,4,4,4,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",PALES_56151,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",GO:0006744,ubiquinone biosynthetic process,biological_process
PALES_56151,PALES_56151,always essential,4,4,4,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",PALES_56151,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0006744,ubiquinone biosynthetic process,biological_process
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0008681,2-octaprenyl-6-methoxyphenol hydroxylase activity,molecular_function
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0071949,FAD binding,molecular_function
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_56171,ubiH,always essential,4,4,4,2-octaprenyl-6-methoxyphenyl hydroxylase,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,GO:0055114,oxidation-reduction process,biological_process
PALES_56541,hemC,always essential,4,4,4,porphobilinogen deaminase,hemC,porphobilinogen deaminase,GO:0004418,hydroxymethylbilane synthase activity,molecular_function
PALES_56541,hemC,always essential,4,4,4,porphobilinogen deaminase,hemC,porphobilinogen deaminase,GO:0033014,tetrapyrrole biosynthetic process,biological_process
PALES_56541,hemC,always essential,4,4,4,porphobilinogen deaminase,hemC,porphobilinogen deaminase,GO:0018160,peptidyl-pyrromethane cofactor linkage,biological_process
PALES_56701,PALES_56701,always essential,4,4,4,NA,cyaY,frataxin-like protein,GO:0008199,ferric iron binding,molecular_function
PALES_56701,PALES_56701,always essential,4,4,4,NA,cyaY,frataxin-like protein,GO:0016226,iron-sulfur cluster assembly,biological_process
PALES_57161,dut,always essential,4,4,4,deoxyuridine 5'-triphosphate nucleotidohydrolase,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,GO:0000287,magnesium ion binding,molecular_function
PALES_57161,dut,always essential,4,4,4,deoxyuridine 5'-triphosphate nucleotidohydrolase,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,GO:0004170,dUTP diphosphatase activity,molecular_function
PALES_57161,dut,always essential,4,4,4,deoxyuridine 5'-triphosphate nucleotidohydrolase,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,GO:0006226,dUMP biosynthetic process,biological_process
PALES_57161,dut,always essential,4,4,4,deoxyuridine 5'-triphosphate nucleotidohydrolase,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,GO:0046081,dUTP catabolic process,biological_process
PALES_57321,rpoZ,always essential,4,4,4,DNA-directed RNA polymerase subunit omega,rpoZ,DNA-directed RNA polymerase subunit omega,GO:0003677,DNA binding,molecular_function
PALES_57321,rpoZ,always essential,4,4,4,DNA-directed RNA polymerase subunit omega,rpoZ,DNA-directed RNA polymerase subunit omega,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,molecular_function
PALES_57321,rpoZ,always essential,4,4,4,DNA-directed RNA polymerase subunit omega,rpoZ,DNA-directed RNA polymerase subunit omega,GO:0006351,"transcription, DNA-templated",biological_process
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0015871,choline transport,biological_process
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0033265,choline binding,molecular_function
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0042597,periplasmic space,cellular_component
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0022857,transmembrane transporter activity,molecular_function
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0055085,transmembrane transport,biological_process
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0042413,carnitine catabolic process,biological_process
PALES_57841,PALES_57841,always essential,4,4,4,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",PALES_57841,"putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein",GO:0015879,carnitine transport,biological_process
PALES_58201,purK,always essential,4,4,4,phosphoribosylaminoimidazole carboxylase ATPase subunit,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit,GO:0004638,phosphoribosylaminoimidazole carboxylase activity,molecular_function
PALES_58201,purK,always essential,4,4,4,phosphoribosylaminoimidazole carboxylase ATPase subunit,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit,GO:0006189,'de novo' IMP biosynthetic process,biological_process
PALES_58201,purK,always essential,4,4,4,phosphoribosylaminoimidazole carboxylase ATPase subunit,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit,GO:0005524,ATP binding,molecular_function
PALES_58201,purK,always essential,4,4,4,phosphoribosylaminoimidazole carboxylase ATPase subunit,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit,GO:0046872,metal ion binding,molecular_function
PALES_58211,purE,always essential,4,4,4,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",purE,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",GO:0006189,'de novo' IMP biosynthetic process,biological_process
PALES_58651,PALES_58651,always essential,4,4,4,NA,prfH,peptide chain release factor-like protein,GO:0003747,translation release factor activity,molecular_function
PALES_58651,PALES_58651,always essential,4,4,4,NA,prfH,peptide chain release factor-like protein,GO:0006415,translational termination,biological_process
PALES_58991,PALES_58991,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_58991,putative ATP-binding component of ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_58991,PALES_58991,always essential,4,4,4,putative ATP-binding component of ABC transporter,PALES_58991,putative ATP-binding component of ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_59491,atpC,always essential,4,4,4,F0F1 ATP synthase subunit epsilon,atpC,F0F1 ATP synthase subunit epsilon,GO:0015986,ATP synthesis coupled proton transport,biological_process
PALES_59491,atpC,always essential,4,4,4,F0F1 ATP synthase subunit epsilon,atpC,F0F1 ATP synthase subunit epsilon,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",cellular_component
PALES_59491,atpC,always essential,4,4,4,F0F1 ATP synthase subunit epsilon,atpC,F0F1 ATP synthase subunit epsilon,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0046034,ATP metabolic process,biological_process
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:1902600,proton transmembrane transport,biological_process
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0032559,adenyl ribonucleotide binding,molecular_function
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0015986,ATP synthesis coupled proton transport,biological_process
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",cellular_component
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function
PALES_59521,atpA,always essential,4,4,4,F0F1 ATP synthase subunit alpha,atpA,F0F1 ATP synthase subunit alpha,GO:0005524,ATP binding,molecular_function
PALES_59531,atpH,always essential,4,4,4,F0F1 ATP synthase subunit delta,atpH,F0F1 ATP synthase subunit delta,GO:0015986,ATP synthesis coupled proton transport,biological_process
PALES_59531,atpH,always essential,4,4,4,F0F1 ATP synthase subunit delta,atpH,F0F1 ATP synthase subunit delta,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function
PALES_59551,atpE,always essential,4,4,4,F0F1 ATP synthase subunit C,atpE,F0F1 ATP synthase subunit C,GO:0015078,proton transmembrane transporter activity,molecular_function
PALES_59551,atpE,always essential,4,4,4,F0F1 ATP synthase subunit C,atpE,F0F1 ATP synthase subunit C,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",cellular_component
PALES_59551,atpE,always essential,4,4,4,F0F1 ATP synthase subunit C,atpE,F0F1 ATP synthase subunit C,GO:1902600,proton transmembrane transport,biological_process
PALES_59551,atpE,always essential,4,4,4,F0F1 ATP synthase subunit C,atpE,F0F1 ATP synthase subunit C,GO:0015986,ATP synthesis coupled proton transport,biological_process
PALES_59551,atpE,always essential,4,4,4,F0F1 ATP synthase subunit C,atpE,F0F1 ATP synthase subunit C,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",cellular_component
PALES_59561,atpB,always essential,4,4,4,F0F1 ATP synthase subunit A,atpB,F0F1 ATP synthase subunit A,GO:0015078,proton transmembrane transporter activity,molecular_function
PALES_59561,atpB,always essential,4,4,4,F0F1 ATP synthase subunit A,atpB,F0F1 ATP synthase subunit A,GO:0015986,ATP synthesis coupled proton transport,biological_process
PALES_59561,atpB,always essential,4,4,4,F0F1 ATP synthase subunit A,atpB,F0F1 ATP synthase subunit A,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",cellular_component
PALES_59641,PALES_59641,always essential,4,4,4,putative inner membrane protein translocase component YidC,PALES_59641,putative inner membrane protein translocase component YidC,GO:0016021,integral component of membrane,cellular_component
PALES_59641,PALES_59641,always essential,4,4,4,putative inner membrane protein translocase component YidC,PALES_59641,putative inner membrane protein translocase component YidC,GO:0032977,membrane insertase activity,molecular_function
