Gene	Essentiality	Control	Condition	Replicates	loci	description	old_loci
SAUSA300_1206	always non-essential	0	0	4	SAUSA300_RS06525	hypothetical protein	SAUSA300_1206
SAUSA300_1207	inconsistent replicates	2	1	4	SAUSA300_RS06530	minor capsid protein	SAUSA300_1207
SAUSA300_1208	always non-essential	0	0	4	SAUSA300_RS06535	hypothetical protein	SAUSA300_1208
SAUSA300_1209	probably always essential	3	3	4	NA	NA	NA
SAUSA300_1210	always non-essential	0	0	4	SAUSA300_RS06565	hypothetical protein	SAUSA300_1210
SAUSA300_1211	always non-essential	0	0	4	SAUSA300_RS06570	hypothetical protein	SAUSA300_1211
SAUSA300_1212	always non-essential	0	0	4	SAUSA300_RS06575	hypothetical protein	SAUSA300_1212
SAUSA300_1213	always non-essential	0	0	4	SAUSA300_RS06580	hypothetical protein	SAUSA300_1213
SAUSA300_1214	always non-essential	0	0	4	SAUSA300_RS06585	low specificity L-threonine aldolase	SAUSA300_1214
SAUSA300_1215	always non-essential	0	0	4	SAUSA300_RS06590	hypothetical protein	SAUSA300_1215
SAUSA300_1216	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1217	always non-essential	0	0	4	SAUSA300_RS06600	ABC transporter ATP-binding protein	SAUSA300_1217
SAUSA300_1218	always non-essential	0	0	4	SAUSA300_RS06605	ABC transporter permease	SAUSA300_1218
SAUSA300_1219	always non-essential	0	0	4	SAUSA300_RS06610	sensor histidine kinase	SAUSA300_1219
SAUSA300_1220	always non-essential	0	0	4	SAUSA300_RS06615	response regulator transcription factor	SAUSA300_1220
SAUSA300_1221	always non-essential	0	0	4	SAUSA300_RS06620	hypothetical protein	SAUSA300_1221
SAUSA300_1223	always non-essential	0	0	4	SAUSA300_RS06630	hypothetical protein	SAUSA300_1223
SAUSA300_1224	always non-essential	0	0	4	SAUSA300_RS06635	hypothetical protein	SAUSA300_1224
SAUSA300_1225	always non-essential	0	0	4	SAUSA300_RS06640	aspartate kinase	SAUSA300_1225
SAUSA300_1226	always non-essential	0	0	4	SAUSA300_RS06645	homoserine dehydrogenase	SAUSA300_1226
SAUSA300_1229	always non-essential	0	0	4	SAUSA300_RS06660	Cof-type HAD-IIB family hydrolase	SAUSA300_1229
SAUSA300_1230	inconsistent replicates	1	2	4	SAUSA300_RS06665	hypothetical protein	SAUSA300_1230
SAUSA300_1231	probably essential in control	3	0	4	SAUSA300_RS06675	amino acid permease	SAUSA300_1231
SAUSA300_1232	always non-essential	0	0	4	SAUSA300_RS06680	catalase	SAUSA300_1232
SAUSA300_1236	always non-essential	0	0	4	SAUSA300_RS06705	CAP domain-containing protein	SAUSA300_1236
SAUSA300_1238	probably always non-essential	0	1	4	SAUSA300_RS06720	DUF896 domain-containing protein	SAUSA300_1238
SAUSA300_1240	inconsistent replicates	4	2	4	SAUSA300_RS06730	YneF family protein	SAUSA300_1240
SAUSA300_1241	always non-essential	0	0	4	SAUSA300_RS06740	CcdC family protein	SAUSA300_1241
SAUSA300_1247	always non-essential	0	0	4	SAUSA300_RS06770	acyl-CoA thioesterase	SAUSA300_1247
SAUSA300_1248	always non-essential	0	0	4	SAUSA300_RS06775	HesB/YadR/YfhF family protein	SAUSA300_1248
SAUSA300_1249	probably always essential	4	3	4	NA	NA	NA
SAUSA300_1252	always non-essential	0	0	4	SAUSA300_RS06800	alanine:cation symporter family protein	SAUSA300_1252
SAUSA300_1254	always non-essential	0	0	4	SAUSA300_RS06815	cell elongation protein CozEb	SAUSA300_1254
SAUSA300_1258	probably always non-essential	1	0	4	SAUSA300_RS06835	4-oxalocrotonate tautomerase	SAUSA300_1258
SAUSA300_1259	always non-essential	0	0	4	SAUSA300_RS06840	Y-family DNA polymerase	SAUSA300_1259
SAUSA300_1260	always non-essential	0	0	4	SAUSA300_RS06845	prephenate dehydrogenase	SAUSA300_1260
SAUSA300_1261	always non-essential	0	0	4	SAUSA300_RS06850	M42 family metallopeptidase	SAUSA300_1261
SAUSA300_1271	always non-essential	0	0	4	SAUSA300_RS06900	Cof-type HAD-IIB family hydrolase	SAUSA300_1271
SAUSA300_1272	always non-essential	0	0	4	SAUSA300_RS06905	SWIM zinc finger domain-containing protein	SAUSA300_1272
SAUSA300_1274	always non-essential	0	0	4	SAUSA300_RS06915	ABC transporter ATP-binding protein	SAUSA300_1274
SAUSA300_1275	always non-essential	0	0	4	SAUSA300_RS06920	ABC transporter permease	SAUSA300_1275
SAUSA300_1277	always non-essential	0	0	4	SAUSA300_RS06935	hypothetical protein	SAUSA300_1277
SAUSA300_1284	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1285	always non-essential	0	0	4	SAUSA300_RS06985	ATP-binding cassette domain-containing protein	SAUSA300_1285
SAUSA300_1286	always non-essential	0	0	4	SAUSA300_RS06990	aspartate kinase	SAUSA300_1286
SAUSA300_1291	always non-essential	0	0	4	SAUSA300_RS07015	amidohydrolase	SAUSA300_1291
SAUSA300_1294	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1295	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1296	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1297	always non-essential	0	0	4	SAUSA300_RS07050	acylphosphatase	SAUSA300_1297
SAUSA300_1298	always non-essential	0	0	4	SAUSA300_RS07055	5-bromo-4-chloroindolyl phosphate hydrolysis family protein	SAUSA300_1298
SAUSA300_1299	always non-essential	0	0	4	SAUSA300_RS07060	toxic anion resistance protein	SAUSA300_1299
SAUSA300_1301	always non-essential	0	0	4	SAUSA300_RS07080	nitric oxide reductase activation protein NorD	SAUSA300_1301
SAUSA300_1302	always non-essential	0	0	4	SAUSA300_RS07085	MoxR family ATPase	SAUSA300_1302
SAUSA300_1303	always non-essential	0	0	4	SAUSA300_RS07090	DUF6501 family protein	SAUSA300_1303
SAUSA300_1304	always non-essential	0	0	4	SAUSA300_RS07095	hypothetical protein	SAUSA300_1304
SAUSA300_1309	always essential	4	4	4	NA	NA	NA
SAUSA300_1310	always non-essential	0	0	4	SAUSA300_RS07135	phosphatase PAP2 family protein	SAUSA300_1310
SAUSA300_1312	probably always non-essential	1	0	4	SAUSA300_RS07145	GNAT family N-acetyltransferase	SAUSA300_1312
SAUSA300_1314	always non-essential	0	0	4	SAUSA300_RS07160	YozE family protein	SAUSA300_1314
SAUSA300_1318	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1321	always non-essential	0	0	4	SAUSA300_RS07195	BrxA/BrxB family bacilliredoxin	SAUSA300_1321
SAUSA300_1322	always non-essential	0	0	4	SAUSA300_RS07200	virulence factor C	SAUSA300_1322
SAUSA300_1323	always non-essential	0	0	4	SAUSA300_RS07205	NifU N-terminal domain-containing protein	SAUSA300_1323
SAUSA300_1324	always non-essential	0	0	4	SAUSA300_RS07215	queuosine precursor transporter	SAUSA300_1324
SAUSA300_1325	always essential	4	4	4	NA	NA	NA
SAUSA300_1326	always non-essential	0	0	4	SAUSA300_RS07230	ribonuclease HI family protein	SAUSA300_1326
SAUSA300_1327	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1328	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1329	always non-essential	0	0	4	SAUSA300_RS07245	amino acid permease	SAUSA300_1329
SAUSA300_1332	always non-essential	0	0	4	SAUSA300_RS07260	5'-3' exonuclease	SAUSA300_1332
SAUSA300_1333	always non-essential	0	0	4	SAUSA300_RS07265	dynamin family protein	SAUSA300_1333
SAUSA300_1334	always non-essential	0	0	4	SAUSA300_RS07270	PepSY domain-containing protein	SAUSA300_1334
SAUSA300_1335	always non-essential	0	0	4	SAUSA300_RS07280	DUF4889 domain-containing protein	SAUSA300_1335
SAUSA300_1336	always non-essential	0	0	4	SAUSA300_RS07285	class I SAM-dependent RNA methyltransferase	SAUSA300_1336
SAUSA300_1337	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1338	always non-essential	0	0	4	SAUSA300_RS07295	DUF1273 domain-containing protein	SAUSA300_1338
SAUSA300_1339	always non-essential	0	0	4	SAUSA300_RS07300	YppE family protein	SAUSA300_1339
SAUSA300_1342	always non-essential	0	0	4	SAUSA300_RS07320	hypothetical protein	SAUSA300_1342
SAUSA300_1344	always essential	4	4	4	SAUSA300_RS07330	DnaD domain-containing protein	SAUSA300_1344
SAUSA300_1346	always non-essential	0	0	4	SAUSA300_RS07340	ATP-dependent helicase DinG	SAUSA300_1346
SAUSA300_1348	always essential	4	4	4	SAUSA300_RS07350	CCA tRNA nucleotidyltransferase	SAUSA300_1348
SAUSA300_1349	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1350	always non-essential	0	0	4	SAUSA300_RS07360	nucleotide pyrophosphohydrolase	SAUSA300_1350
SAUSA300_1351	always essential	4	4	4	SAUSA300_RS07365	zinc metallopeptidase	SAUSA300_1351
SAUSA300_1352	always non-essential	0	0	4	SAUSA300_RS07370	DUF1405 domain-containing protein	SAUSA300_1352
SAUSA300_1353	always non-essential	0	0	4	SAUSA300_RS07375	YpiB family protein	SAUSA300_1353
SAUSA300_1354	always non-essential	0	0	4	SAUSA300_RS07380	hypothetical protein	SAUSA300_1354
SAUSA300_1359	always essential	4	4	4	SAUSA300_RS07410	polyprenyl synthetase family protein	SAUSA300_1359
SAUSA300_1361	always non-essential	0	0	4	SAUSA300_RS07420	heptaprenyl diphosphate synthase component 1	SAUSA300_1361
SAUSA300_1366	probably always non-essential	1	1	4	SAUSA300_RS07460	hypothetical protein	SAUSA300_1366
SAUSA300_1369	always non-essential	0	0	4	SAUSA300_RS07475	YpdA family putative bacillithiol disulfide reductase	SAUSA300_1369
SAUSA300_1372	always non-essential	0	0	4	SAUSA300_RS07495	helix-turn-helix domain-containing protein	SAUSA300_1372
SAUSA300_1373	probably always essential	4	3	4	SAUSA300_RS07500	ferredoxin	SAUSA300_1373
SAUSA300_1374	always non-essential	0	0	4	SAUSA300_RS07505	ECF transporter S component	SAUSA300_1374
SAUSA300_1375	always non-essential	0	0	4	SAUSA300_RS07510	hypothetical protein	SAUSA300_1375
SAUSA300_1376	always non-essential	0	0	4	SAUSA300_RS07515	DUF1672 domain-containing protein	SAUSA300_1376
SAUSA300_1377	always non-essential	0	0	4	SAUSA300_RS07520	hypothetical protein	SAUSA300_1377
SAUSA300_1378	always non-essential	0	0	4	SAUSA300_RS07525	DUF1672 domain-containing protein	SAUSA300_1378
SAUSA300_1379	always non-essential	0	0	4	SAUSA300_RS07530	DUF1672 domain-containing protein	SAUSA300_1379
SAUSA300_1380	always non-essential	0	0	4	SAUSA300_RS07535	hypothetical protein	SAUSA300_1380
SAUSA300_1383	always non-essential	0	0	4	SAUSA300_RS07550	N-acetylmuramoyl-L-alanine amidase	SAUSA300_1383
SAUSA300_1384	always non-essential	0	0	4	SAUSA300_RS07555	phage holin	SAUSA300_1384
SAUSA300_1385	always non-essential	0	0	4	SAUSA300_RS07560	DUF2951 domain-containing protein	SAUSA300_1385
SAUSA300_1386	always non-essential	0	0	4	SAUSA300_RS07565	XkdX family protein	SAUSA300_1386
SAUSA300_1387	always non-essential	0	0	4	SAUSA300_RS07570	DUF2977 domain-containing protein	SAUSA300_1387
SAUSA300_1388	always non-essential	0	0	4	SAUSA300_RS07575	BppU family phage baseplate upper protein	SAUSA300_1388
SAUSA300_1389	always non-essential	0	0	4	SAUSA300_RS07580	minor structural protein	SAUSA300_1389
SAUSA300_1390	always non-essential	0	0	4	SAUSA300_RS07585	hypothetical protein	SAUSA300_1390
SAUSA300_1391	always non-essential	0	0	4	SAUSA300_RS07590	phage tail protein	SAUSA300_1391
SAUSA300_1392	always non-essential	0	0	4	SAUSA300_RS07595	phage tail family protein	SAUSA300_1392
SAUSA300_1393	always non-essential	0	0	4	SAUSA300_RS07600	phage tail tape measure protein	SAUSA300_1393
SAUSA300_1394	always non-essential	0	0	4	SAUSA300_RS07605	hypothetical protein	SAUSA300_1394
SAUSA300_1395	always non-essential	0	0	4	SAUSA300_RS07610	hypothetical protein	SAUSA300_1395
SAUSA300_1396	always non-essential	0	0	4	SAUSA300_RS07615	Ig-like domain-containing protein	SAUSA300_1396
SAUSA300_1397	always non-essential	0	0	4	SAUSA300_RS07620	tail protein	SAUSA300_1397
SAUSA300_1398	always non-essential	0	0	4	SAUSA300_RS07630	hypothetical protein	SAUSA300_1398
SAUSA300_1399	always non-essential	0	0	4	SAUSA300_RS07635	hypothetical protein	SAUSA300_1399
SAUSA300_1400	always non-essential	0	0	4	SAUSA300_RS07640	head-tail connector protein	SAUSA300_1400
SAUSA300_1401	always non-essential	0	0	4	SAUSA300_RS07645	phage major capsid protein	SAUSA300_1401
SAUSA300_1402	always non-essential	0	0	4	SAUSA300_RS07650	Clp protease ClpP	SAUSA300_1402
SAUSA300_1403	always non-essential	0	0	4	SAUSA300_RS07655	phage portal protein	SAUSA300_1403
SAUSA300_1404	always non-essential	0	0	4	SAUSA300_RS07660	terminase large subunit	SAUSA300_1404
SAUSA300_1405	inconsistent replicates	2	0	4	SAUSA300_RS07665	P27 family phage terminase small subunit	SAUSA300_1405
SAUSA300_1406	always non-essential	0	0	4	SAUSA300_RS07670	HNH endonuclease	SAUSA300_1406
SAUSA300_1407	always non-essential	0	0	4	SAUSA300_RS07675	transcriptional regulator	SAUSA300_1407
SAUSA300_1408	always non-essential	0	0	4	SAUSA300_RS07680	DEAD/DEAH box helicase	SAUSA300_1408
SAUSA300_1409	always non-essential	0	0	4	SAUSA300_RS07685	VRR-NUC domain-containing protein	SAUSA300_1409
SAUSA300_1410	always non-essential	0	0	4	SAUSA300_RS07695	virulence-associated E family protein	SAUSA300_1410
SAUSA300_1411	inconsistent replicates	2	3	4	SAUSA300_RS07700	DUF1514 family protein	SAUSA300_1411
SAUSA300_1412	always non-essential	0	0	4	SAUSA300_RS07705	transcriptional activator RinB	SAUSA300_1412
SAUSA300_1413	always non-essential	0	0	4	SAUSA300_RS07710	hypothetical protein	SAUSA300_1413
SAUSA300_1414	probably always non-essential	1	0	4	SAUSA300_RS07715	hypothetical protein	SAUSA300_1414
SAUSA300_1415	always non-essential	0	0	4	SAUSA300_RS07720	hypothetical protein	SAUSA300_1415
SAUSA300_1416	always non-essential	0	0	4	SAUSA300_RS07725	DUF1381 domain-containing protein	SAUSA300_1416
SAUSA300_1417	always non-essential	0	0	4	SAUSA300_RS07730	dUTP diphosphatase	SAUSA300_1417
SAUSA300_1418	always non-essential	0	0	4	SAUSA300_RS07735	DUF1024 family protein	SAUSA300_1418
SAUSA300_1419	always non-essential	0	0	4	SAUSA300_RS07740	hypothetical protein	SAUSA300_1419
SAUSA300_1420	always non-essential	0	0	4	SAUSA300_RS07750	DUF3310 domain-containing protein	SAUSA300_1420
SAUSA300_1421	always non-essential	0	0	4	SAUSA300_RS07755	PVL family protein	SAUSA300_1421
SAUSA300_1422	always non-essential	0	0	4	SAUSA300_RS07760	DUF3113 family protein	SAUSA300_1422
SAUSA300_1424	always non-essential	0	0	4	SAUSA300_RS07770	DUF2815 family protein	SAUSA300_1424
SAUSA300_1425	always non-essential	0	0	4	SAUSA300_RS07775	DUF2800 domain-containing protein	SAUSA300_1425
SAUSA300_1426	always non-essential	0	0	4	SAUSA300_RS07780	hypothetical protein	SAUSA300_1426
SAUSA300_1427	always non-essential	0	0	4	SAUSA300_RS07785	DUF1108 family protein	SAUSA300_1427
SAUSA300_1428	always non-essential	0	0	4	SAUSA300_RS07795	hypothetical protein	SAUSA300_1428
SAUSA300_1429	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1430	always non-essential	0	0	4	SAUSA300_RS07805	helix-turn-helix domain-containing protein	SAUSA300_1430
SAUSA300_1431	inconsistent replicates	1	2	4	SAUSA300_RS07810	hypothetical protein	SAUSA300_1431
SAUSA300_1432	always non-essential	0	0	4	SAUSA300_RS07815	hypothetical protein	SAUSA300_1432
SAUSA300_1433	always non-essential	0	0	4	SAUSA300_RS07820	helix-turn-helix domain-containing protein	SAUSA300_1433
SAUSA300_1434	probably always non-essential	1	0	4	SAUSA300_RS07825	helix-turn-helix domain-containing protein	SAUSA300_1434
SAUSA300_1435	always non-essential	0	0	4	SAUSA300_RS07830	hypothetical protein	SAUSA300_1435
SAUSA300_1436	always non-essential	0	0	4	SAUSA300_RS07835	hypothetical protein	SAUSA300_1436
SAUSA300_1437	always non-essential	0	0	4	SAUSA300_RS07850	hypothetical protein	SAUSA300_1437
SAUSA300_1438	always non-essential	0	0	4	SAUSA300_RS07855	site-specific integrase	SAUSA300_1438
SAUSA300_1439	always non-essential	0	0	4	SAUSA300_RS15950	hypothetical protein	SAUSA300_1439
SAUSA300_1440	always non-essential	0	0	4	SAUSA300_RS07865	DUF1672 domain-containing protein	SAUSA300_1440
SAUSA300_1446	always non-essential	0	0	4	SAUSA300_RS07895	DUF309 domain-containing protein	SAUSA300_1446
SAUSA300_1448	probably always essential	3	4	4	SAUSA300_RS07905	transcriptional repressor	SAUSA300_1448
SAUSA300_1449	always non-essential	0	0	4	SAUSA300_RS07910	NUDIX hydrolase	SAUSA300_1449
SAUSA300_1450	always non-essential	0	0	4	SAUSA300_RS07915	aldo/keto reductase	SAUSA300_1450
SAUSA300_1451	always non-essential	0	0	4	SAUSA300_RS07925	SDR family oxidoreductase	SAUSA300_1451
SAUSA300_1453	always essential	4	4	4	NA	NA	NA
SAUSA300_1455	always non-essential	0	0	4	SAUSA300_RS07945	AraC family transcriptional regulator	SAUSA300_1455
SAUSA300_1456	always non-essential	0	0	4	SAUSA300_RS07950	alpha-glucosidase	SAUSA300_1456
SAUSA300_1458	always non-essential	0	0	4	SAUSA300_RS07965	VOC family protein	SAUSA300_1458
SAUSA300_1460	always non-essential	0	0	4	SAUSA300_RS07975	tripeptidase T	SAUSA300_1460
SAUSA300_1461	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1462	always non-essential	0	0	4	SAUSA300_RS07985	aromatic acid exporter family protein	SAUSA300_1462
SAUSA300_1463	always non-essential	0	0	4	SAUSA300_RS07990	BrxA/BrxB family bacilliredoxin	SAUSA300_1463
SAUSA300_1464	always essential	4	4	4	SAUSA300_RS07995	2-oxo acid dehydrogenase subunit E2	SAUSA300_1464
SAUSA300_1465	always essential	4	4	4	SAUSA300_RS08000	alpha-ketoacid dehydrogenase subunit beta	SAUSA300_1465
SAUSA300_1466	always essential	4	4	4	SAUSA300_RS08005	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	SAUSA300_1466
SAUSA300_1470	always non-essential	0	0	4	SAUSA300_RS08025	polyprenyl synthetase family protein	SAUSA300_1470
SAUSA300_1474	always non-essential	0	0	4	SAUSA300_RS08045	Asp23/Gls24 family envelope stress response protein	SAUSA300_1474
SAUSA300_1477	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1478	always non-essential	0	0	4	SAUSA300_RS08070	cystatin-like fold lipoprotein	SAUSA300_1478
SAUSA300_1479	always non-essential	0	0	4	SAUSA300_RS08075	hypothetical protein	SAUSA300_1479
SAUSA300_1480	always non-essential	0	0	4	SAUSA300_RS08080	CHAP domain-containing protein	SAUSA300_1480
SAUSA300_1481	always non-essential	0	0	4	SAUSA300_RS08085	membrane protein	SAUSA300_1481
SAUSA300_1482	always non-essential	0	0	4	SAUSA300_RS08090	cell division protein FtsK	SAUSA300_1482
SAUSA300_1483	always non-essential	0	0	4	SAUSA300_RS08095	ATP-binding protein	SAUSA300_1483
SAUSA300_1484	always non-essential	0	0	4	SAUSA300_RS08100	hypothetical protein	SAUSA300_1484
SAUSA300_1485	always non-essential	0	0	4	SAUSA300_RS08105	hypothetical protein	SAUSA300_1485
SAUSA300_1486	always non-essential	0	0	4	SAUSA300_RS08110	conjugal transfer protein	SAUSA300_1486
SAUSA300_1487	always non-essential	0	0	4	SAUSA300_RS08115	replication initiation factor domain-containing protein	SAUSA300_1487
SAUSA300_1488	always non-essential	0	0	4	SAUSA300_RS08120	hypothetical protein	SAUSA300_1488
SAUSA300_1489	always non-essential	0	0	4	SAUSA300_RS08125	DUF961 family protein	SAUSA300_1489
SAUSA300_1491	always non-essential	0	0	4	SAUSA300_RS08140	aminopeptidase P family protein	SAUSA300_1491
SAUSA300_1492	always non-essential	0	0	4	SAUSA300_RS08145	hypothetical protein	SAUSA300_1492
SAUSA300_1493	always non-essential	0	0	4	SAUSA300_RS08150	membrane protein	SAUSA300_1493
SAUSA300_1494	probably essential in control	3	0	4	SAUSA300_RS08155	lipoate--protein ligase family protein	SAUSA300_1494
SAUSA300_1495	always non-essential	0	0	4	SAUSA300_RS08160	rhodanese-like domain-containing protein	SAUSA300_1495
SAUSA300_1496	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1497	always non-essential	0	0	4	NA	NA	NA
SAUSA300_1500	always non-essential	0	0	4	SAUSA300_RS08190	prepilin-type N-terminal cleavage/methylation domain-containing protein	SAUSA300_1500
SAUSA300_1501	always non-essential	0	0	4	SAUSA300_RS08200	type II secretion system GspH family protein	SAUSA300_1501
SAUSA300_1502	always non-essential	0	0	4	SAUSA300_RS08205	prepilin-type N-terminal cleavage/methylation domain-containing protein	SAUSA300_1502
SAUSA300_1503	always non-essential	0	0	4	SAUSA300_RS08210	type II secretion system F family protein	SAUSA300_1503
SAUSA300_1504	always non-essential	0	0	4	SAUSA300_RS08215	GspE/PulE family protein	SAUSA300_1504
SAUSA300_1505	always non-essential	0	0	4	SAUSA300_RS08220	MBL fold metallo-hydrolase	SAUSA300_1505
SAUSA300_1506	always non-essential	0	0	4	SAUSA300_RS08225	MTH1187 family thiamine-binding protein	SAUSA300_1506
SAUSA300_1508	always non-essential	0	0	4	SAUSA300_RS08235	YqgQ family protein	SAUSA300_1508
SAUSA300_1509	always non-essential	0	0	4	SAUSA300_RS08240	rhomboid family intramembrane serine protease	SAUSA300_1509
