"Gene"	"Essentiality"	"Control"	"Condition"	"Replicates"	"LESB_Locus"	"PAO1_Locus"	"PA14_Locus"	"LESB_Description"	"LESB_PGD_ID"	"PAO1_Locus_1"	"PAO1_Gene"	"PAO1_Description"	"PAO1_Accession"	"PAO1_PGD_ID"	"PA14_Locus_1"	"PA14_Gene"	"PA14_Description"	"PA14_Accession"	"PA14_PGD_ID"
"PALES_04711"	"inconsistent replicates"	1	4	4	"PALES_04711"	"PA0475"	"PA14_06210"	"putative transcriptional regulator"	"PGD244984"	"PA0475"	"PA0475"	"probable transcriptional regulator"	"NP_249166.1 ; WP_003084771.1"	"PGD103687"	"PA14_06210"	"PA14_06210"	"transcriptional regulator"	"YP_788648.1 ; WP_003084771.1"	"PGD1651821"
"PALES_04721"	"probably always non-essential"	0	1	4	"PALES_04721"	"PA0476"	"PA14_06230"	"putative permease"	"PGD244986"	"PA0476"	"PA0476"	"probable permease"	"NP_249167.1 ; WP_003084774.1"	"PGD103689"	"PA14_06230"	"PA14_06230"	"permease"	"YP_788649.1 ; WP_004365168.1"	"PGD1651823"
"PALES_04731"	"probably always non-essential"	0	1	4	"PALES_04731"	"PA0477"	"PA14_06240"	"putative transcriptional regulator"	"PGD244988"	"PA0477"	"PA0477"	"probable transcriptional regulator"	"NP_249168.1 ; WP_003105226.1"	"PGD103691"	"PA14_06240"	"PA14_06240"	"LysR family transcriptional regulator"	"YP_788650.1 ; WP_004365171.1"	"PGD1651825"
"PALES_04741"	"inconsistent replicates"	0	2	4	"PALES_04741"	"PA0478"	"PA14_06250"	"putative N-acetyltransferase"	"PGD244990"	"PA0478"	"PA0478"	"probable N-acetyltransferase"	"NP_249169.1 ; WP_003084777.1"	"PGD103693"	"PA14_06250"	"PA14_06250"	"GNAT family acetyltransferase"	"YP_788651.1 ; WP_003084777.1"	"PGD1651827"
"PALES_04751"	"inconsistent replicates"	0	3	4	"PALES_04751"	"PA0479"	"PA14_06260"	"putative transcriptional regulator"	"PGD244992"	"PA0479"	"PA0479"	"probable transcriptional regulator"	"NP_249170.1 ; WP_003113260.1"	"PGD103695"	"PA14_06260"	"PA14_06260"	"LysR family transcriptional regulator"	"YP_788652.1 ; WP_004365174.1"	"PGD1651829"
"PALES_04761"	"inconsistent replicates"	1	4	4	"PALES_04761"	"PA0480"	"PA14_06270"	"putative hydrolase"	"PGD244994"	"PA0480"	"PA0480"	"probable hydrolase"	"NP_249171.1 ; WP_003113259.1"	"PGD103697"	"PA14_06270"	"PA14_06270"	"hydrolase"	"YP_788653.1 ; WP_003084781.1"	"PGD1651831"
"PALES_04771"	"inconsistent replicates"	0	3	4	"PALES_04771"	"PA0481"	"PA14_06280"	"hypothetical protein"	"PGD244996"	"PA0481"	"PA0481"	"hypothetical protein"	"NP_249172.1 ; WP_003105223.1"	"PGD103699"	"PA14_06280"	"PA14_06280"	"hypothetical protein"	"YP_788654.1 ; WP_003084782.1"	"PGD1651833"
"PALES_04791"	"probably always non-essential"	0	1	4	"PALES_04791"	"PA0483"	"PA14_06300"	"putative acetyltransferase"	"PGD245000"	"PA0483"	"PA0483"	"probable acetyltransferase"	"NP_249174.1 ; WP_003105215.1"	"PGD103703"	"PA14_06300"	"PA14_06300"	"GNAT family acetyltransferase"	"YP_788656.1 ; WP_003084786.1"	"PGD1651837"
"PALES_04801"	"always essential"	4	4	4	"PALES_04801"	"PA0484"	"PA14_06310"	"putative ACT domain protein"	"PGD245002"	"PA0484"	"PA0484"	"conserved hypothetical protein"	"NP_249175.1 ; WP_003084789.1"	"PGD103705"	"PA14_06310"	"PA14_06310"	"ACT domain-containing protein"	"YP_788657.1 ; WP_003084789.1"	"PGD1651839"
"PALES_04811"	"probably always non-essential"	0	1	4	"PALES_04811"	"PA0485"	"PA14_06320"	"putative permease"	"PGD245004"	"PA0485"	"PA0485"	"conserved hypothetical protein"	"NP_249176.1 ; WP_003103301.1"	"PGD103707"	"PA14_06320"	"PA14_06320"	"hypothetical protein"	"YP_788658.1 ; WP_003121788.1"	"PGD1651841"
"PALES_04821"	"probably always non-essential"	0	1	4	"PALES_04821"	"PA0486"	"PA14_06330"	"serine/threonine protein kinase"	"PGD245006"	"PA0486"	"PA0486"	"conserved hypothetical protein"	"NP_249177.1 ; WP_003113256.1"	"PGD103709"	"PA14_06330"	"PA14_06330"	"serine/threonine protein kinase"	"YP_788659.1 ; WP_003129062.1"	"PGD1651843"
"PALES_04831"	"inconsistent replicates"	0	3	4	"PALES_04831"	"PA0487"	"PA14_06340"	"putative molybdenum transport regulator"	"PGD245008"	"PA0487"	"PA0487"	"probable molybdenum transport regulator"	"NP_249178.1 ; WP_003084796.1"	"PGD103711"	"PA14_06340"	"PA14_06340"	"molybdenum transport regulator"	"YP_788660.1 ; WP_003084796.1"	"PGD1651845"
"PALES_04841"	"inconsistent replicates"	2	4	4	"PALES_04841"	"PA0488"	"PA14_06350"	"hypothetical protein"	"PGD245010"	"PA0488"	"PA0488"	"conserved hypothetical protein"	"NP_249179.1 ; WP_003103307.1"	"PGD103713"	"PA14_06350"	"PA14_06350"	"hypothetical protein"	"YP_788661.1 ; WP_004365177.1"	"PGD1651847"
"PALES_04851"	"inconsistent replicates"	1	2	4	"PALES_04851"	"PA0489"	"PA14_06360"	"putative phosphoribosyl transferase"	"PGD245012"	"PA0489"	"PA0489"	"probable phosphoribosyl transferase"	"NP_249180.1 ; WP_003103309.1"	"PGD103715"	"PA14_06360"	"PA14_06360"	"phosphoribosyl transferase"	"YP_788662.1 ; WP_004365178.1"	"PGD1651849"
"PALES_04861"	"inconsistent replicates"	0	3	4	"PALES_04861"	"PA0490"	"PA14_06390"	"hypothetical protein"	"PGD245014"	"PA0490"	"PA0490"	"hypothetical protein"	"NP_249181.1 ; WP_003113255.1"	"PGD103717"	"PA14_06390"	"PA14_06390"	"hypothetical protein"	"YP_788663.1 ; WP_003084806.1"	"PGD1651851"
"PALES_04871"	"probably always non-essential"	0	1	4	"PALES_04871"	"PA0491"	"PA14_06400"	"putative transcriptional regulator"	"PGD245016"	"PA0491"	"PA0491"	"probable transcriptional regulator"	"NP_249182.1 ; WP_003118849.1"	"PGD103719"	"PA14_06400"	"PA14_06400"	"LysR family transcriptional regulator"	"YP_788664.1 ; WP_003129068.1"	"PGD1651853"
"PALES_04881"	"inconsistent replicates"	1	3	4	"PALES_04881"	"PA0492"	"PA14_06420"	"hypothetical protein"	"PGD245018"	"PA0492"	"PA0492"	"conserved hypothetical protein"	"NP_249183.1 ; WP_003103315.1"	"PGD103721"	"PA14_06420"	"PA14_06420"	"hypothetical protein"	"YP_788665.1 ; WP_004365179.1"	"PGD1651855"
"PALES_04891"	"inconsistent replicates"	2	3	4	"PALES_04891"	"PA0493"	"PA14_06430"	"hypothetical protein"	"PGD245020"	"PA0493"	"PA0493"	"probable biotin-requiring enzyme"	"NP_249184.1 ; WP_003084813.1"	"PGD103723"	"PA14_06430"	"PA14_06430"	"hypothetical protein"	"YP_788666.1 ; WP_003084813.1"	"PGD1651857"
"PALES_04901"	"probably always non-essential"	1	1	4	"PALES_04901"	"PA0494"	"PA14_06450"	"acetyl-CoA carboxylase biotin carboxylase subunit"	"PGD245022"	"PA0494"	"PA0494"	"probable acyl-CoA carboxylase subunit"	"NP_249185.1 ; WP_003113254.1"	"PGD103725"	"PA14_06450"	"PA14_06450"	"acetyl-CoA carboxylase biotin carboxylase subunit"	"YP_788667.1 ; WP_003084815.1"	"PGD1651859"
"PALES_04911"	"probably always non-essential"	0	1	4	"PALES_04911"	"PA0495"	"PA14_06460"	"putative hydrolase"	"PGD245024"	"PA0495"	"PA0495"	"hypothetical protein"	"NP_249186.1 ; WP_003113253.1"	"PGD103727"	"PA14_06460"	"PA14_06460"	"hypothetical protein"	"YP_788668.1 ; WP_003084817.1"	"PGD1651861"
"PALES_04921"	"inconsistent replicates"	0	2	4	"PALES_04921"	"PA0496"	"PA14_06480"	"putative hydrolase"	"PGD245026"	"PA0496"	"PA0496"	"conserved hypothetical protein"	"NP_249187.1 ; WP_003113252.1"	"PGD103729"	"PA14_06480"	"PA14_06480"	"hydrolase"	"YP_788669.1 ; WP_003084819.1"	"PGD1651863"
"PALES_04931"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_04941"	"always non-essential"	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_04951"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_04981"	"probably always essential"	3	4	4	"PALES_04981"	"PA0502"	"PA14_06530"	"putative biotin biosynthesis protein bioH"	"PGD245038"	"PA0502"	"PA0502"	"probable biotin biosynthesis protein bioH"	"NP_249193.1 ; WP_003103332.1"	"PGD103741"	"PA14_06530"	"PA14_06530"	"biotin biosynthesis protein bioH"	"YP_788672.1 ; WP_003084828.1"	"PGD1651869"
"PALES_04991"	"always essential"	4	4	4	"PALES_04991"	"PA0503"	"PA14_06540"	"putative biotin synthesis protein BioC"	"PGD245040"	"PA0503"	"PA0503"	"probable biotin synthesis protein BioC"	"NP_249194.1 ; WP_003113247.1"	"PGD103743"	"PA14_06540"	"PA14_06540"	"biotin synthesis protein BioC"	"YP_788673.1 ; WP_003084830.1"	"PGD1651871"
"PALES_05011"	"conditionally essential"	0	4	4	"PALES_05011"	"PA0505"	"PA14_06580"	"hypothetical protein"	"PGD245044"	"PA0505"	"PA0505"	"hypothetical protein"	"NP_249196.1 ; WP_003113246.1"	"PGD103747"	"PA14_06580"	"PA14_06580"	"hypothetical protein"	"YP_788675.1 ; WP_003103338.1"	"PGD1651875"
"PALES_05021"	"inconsistent replicates"	1	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_05031"	"inconsistent replicates"	0	3	4	"PALES_05031"	"PA0506"	"PA14_06600"	"putative acyl-CoA dehydrogenase"	"PGD245048"	"PA0506"	"PA0506"	"probable acyl-CoA dehydrogenase"	"NP_249197.1 ; WP_003084842.1"	"PGD103749"	"PA14_06600"	"PA14_06600"	"acyl-CoA dehydrogenase"	"YP_788676.1 ; WP_003084842.1"	"PGD1651877"
"PALES_05041"	"probably always non-essential"	0	1	4	"PALES_05041"	"PA0507"	"PA14_06620"	"putative acyl-CoA dehydrogenase"	"PGD245050"	"PA0507"	"PA0507"	"probable acyl-CoA dehydrogenase"	"NP_249198.1 ; WP_003103343.1"	"PGD103751"	"PA14_06620"	"PA14_06620"	"acyl-CoA dehydrogenase"	"YP_788677.1 ; WP_003137312.1"	"PGD1651879"
"PALES_05051"	"inconsistent replicates"	0	3	4	"PALES_05051"	"PA0508"	"PA14_06640"	"putative acyl-CoA dehydrogenase"	"PGD245052"	"PA0508"	"PA0508"	"probable acyl-CoA dehydrogenase"	"NP_249199.1 ; WP_003113245.1"	"PGD103753"	"PA14_06640"	"PA14_06640"	"acyl-CoA dehydrogenase"	"YP_788678.1 ; WP_003084848.1"	"PGD1651881"
"PALES_05071"	"inconsistent replicates"	2	3	4	"PALES_05071"	"PA0510"	"PA14_06660"	"putative uroporphyrin-III c-methyltransferase"	"PGD245056"	"PA0510"	"nirE"	"NirE"	"NP_249201.1 ; WP_003113243.1"	"PGD103757"	"PA14_06660"	"nirE"	"uroporphyrin-III c-methyltransferase"	"YP_788680.1 ; WP_003137316.1"	"PGD1651885"
"PALES_05101"	"inconsistent replicates"	0	2	4	"PALES_05101"	"PA0513"	"PA14_06690"	"putative transcriptional regulator"	"PGD245062"	"PA0513"	"nirG"	"NirG"	"NP_249204.1 ; WP_003084860.1"	"PGD103763"	"PA14_06690"	"nirG"	"transcriptional regulator"	"YP_788683.1 ; WP_003084860.1"	"PGD1651891"
"PALES_05121"	"probably always non-essential"	1	1	4	"PALES_05121"	"PA0515"	"PA14_06710"	"putative transcriptional regulator"	"PGD245066"	"PA0515"	"PA0515"	"probable transcriptional regulator"	"NP_249206.1 ; WP_003084864.1"	"PGD103767"	"PA14_06710"	"PA14_06710"	"transcriptional regulator"	"YP_788685.1 ; WP_003084864.1"	"PGD1651895"
"PALES_05181"	"always non-essential"	0	0	4	"PALES_05181"	"PA0521"	"PA14_06790"	"putative cytochrome c oxidase subunit"	"PGD245078"	"PA0521"	"PA0521"	"probable cytochrome c oxidase subunit"	"NP_249212.1 ; WP_003118864.1"	"PGD103779"	"PA14_06790"	"PA14_06790"	"cytochrome c oxidase subunit"	"YP_788691.1 ; WP_003118864.1"	"PGD1651907"
"PALES_05191"	"probably always non-essential"	0	1	4	"PALES_05191"	"PA0522"	"PA14_06800"	"hypothetical protein"	"PGD245080"	"PA0522"	"PA0522"	"hypothetical protein"	"NP_249213.1 ; WP_003113239.1"	"PGD103781"	"PA14_06800"	"PA14_06800"	"hypothetical protein"	"YP_788692.1 ; WP_003084879.1"	"PGD1651909"
"PALES_05221"	"probably always essential"	3	4	4	"PALES_05221"	"PA0525"	"PA14_06840"	"putative dinitrification protein NorD"	"PGD245086"	"PA0525"	"PA0525"	"probable dinitrification protein NorD"	"NP_249216.1 ; WP_003113236.1"	"PGD103787"	"PA14_06840"	"PA14_06840"	"dinitrification protein NorD"	"YP_788695.1 ; WP_003137321.1"	"PGD1651915"
"PALES_05231"	"always essential"	4	4	4	"PALES_05231"	"PA0526"	"PA14_06860"	"hypothetical protein"	"PGD245088"	"PA0526"	"PA0526"	"hypothetical protein"	"NP_249217.1 ; WP_003113235.1"	"PGD103789"	"PA14_06860"	"PA14_06860"	"hypothetical protein"	"YP_788696.1 ; WP_003084889.1"	"PGD1651917"
"PALES_05251"	"inconsistent replicates"	0	2	4	"PALES_05251"	"PA0528"	"PA14_06880"	"putative transcriptional regulator"	"PGD245094"	"PA0528"	"PA0528"	"probable transcriptional regulator"	"NP_249219.1 ; WP_003084893.1"	"PGD103793"	"PA14_06880"	"PA14_06880"	"LysR family transcriptional regulator"	"YP_788698.1 ; WP_003084893.1"	"PGD1651923"
"PALES_05261"	"inconsistent replicates"	1	4	4	"PALES_05261"	"PA0529"	"PA14_06890"	"putative sulfurase"	"PGD245096"	"PA0529"	"PA0529"	"conserved hypothetical protein"	"NP_249220.1 ; WP_003084895.1"	"PGD103795"	"PA14_06890"	"PA14_06890"	"hypothetical protein"	"YP_788699.1 ; WP_003084895.1"	"PGD1651925"
"PALES_05271"	"inconsistent replicates"	2	1	4	"PALES_05271"	"PA0530"	"PA14_06920"	"putative class III pyridoxal phosphate-dependent aminotransferase"	"PGD245098"	"PA0530"	"PA0530"	"probable class III pyridoxal phosphate-dependent aminotransferase"	"NP_249221.1 ; WP_003084899.1"	"PGD103797"	"PA14_06920"	"PA14_06920"	"class III pyridoxal phosphate-dependent aminotransferase"	"YP_788701.1 ; WP_003084899.1"	"PGD1651929"
"PALES_05281"	"inconsistent replicates"	1	2	4	"PALES_05281"	"PA0531"	"PA14_06930"	"putative glutamine amidotransferase"	"PGD245100"	"PA0531"	"PA0531"	"probable glutamine amidotransferase"	"NP_249222.1 ; WP_003084901.1"	"PGD103799"	"PA14_06930"	"PA14_06930"	"glutamine amidotransferase"	"YP_788702.1 ; WP_003084901.1"	"PGD1651931"
"PALES_05291"	"probably always non-essential"	0	1	4	"PALES_05291"	"PA0532"	"PA14_06940"	"hypothetical protein"	"PGD245102"	"PA0532"	"PA0532"	"hypothetical protein"	"NP_249223.1 ; WP_003118870.1"	"PGD103801"	"PA14_06940"	"PA14_06940"	"hypothetical protein"	"YP_788703.1 ; WP_003118870.1"	"PGD1651933"
"PALES_05301"	"conditionally essential"	0	4	4	"PALES_05301"	"PA0533"	"PA14_06950"	"putative transcriptional regulator"	"PGD245104"	"PA0533"	"PA0533"	"probable transcriptional regulator"	"NP_249224.1 ; WP_003084906.1"	"PGD103803"	"PA14_06950"	"PA14_06950"	"LuxR family transcriptional regulator"	"YP_788704.1 ; WP_003121801.1"	"PGD1651935"
"PALES_05311"	"inconsistent replicates"	1	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PALES_05321"	"always non-essential"	0	0	4	"PALES_05321"	"PA0534"	"PA14_06960"	"putative oxidoreductase"	"PGD245108"	"PA0534"	"pauB1"	"FAD-dependent oxidoreductase"	"NP_249225.1 ; WP_003101571.1"	"PGD103805"	"PA14_06960"	"PA14_06960"	"hypothetical protein"	"YP_788705.1 ; WP_003137323.1"	"PGD1651937"
"PALES_05331"	"inconsistent replicates"	2	4	4	"PALES_05331"	"PA0535"	"PA14_06970"	"putative transcriptional regulator"	"PGD245110"	"PA0535"	"PA0535"	"probable transcriptional regulator"	"NP_249226.1 ; WP_003101576.1"	"PGD103807"	"PA14_06970"	"PA14_06970"	"Cro/CI family transcriptional regulator"	"YP_788706.1 ; WP_003084911.1"	"PGD1651939"
"PALES_05341"	"probably always non-essential"	0	1	4	"PALES_05341"	"PA0536"	"PA14_06980"	"putative dehydrogenase"	"PGD245112"	"PA0536"	"PA0536"	"hypothetical protein"	"NP_249227.1 ; WP_003084914.1"	"PGD103809"	"PA14_06980"	"PA14_06980"	"hypothetical protein"	"YP_788707.1 ; WP_003137325.1"	"PGD1651941"
"PALES_05351"	"probably always non-essential"	0	1	4	"PALES_05351"	"PA0537"	"PA14_06990"	"hypothetical protein"	"PGD245114"	"PA0537"	"PA0537"	"conserved hypothetical protein"	"NP_249228.1 ; WP_003084923.1"	"PGD103811"	"PA14_06990"	"PA14_06990"	"hypothetical protein"	"YP_788708.1 ; WP_003084923.1"	"PGD1651943"
"PALES_05371"	"inconsistent replicates"	1	2	4	"PALES_05371"	"PA0539"	"PA14_07010"	"hypothetical protein"	"PGD245118"	"PA0539"	"PA0539"	"hypothetical protein"	"NP_249230.1 ; WP_003101583.1"	"PGD103815"	"PA14_07010"	"PA14_07010"	"hypothetical protein"	"YP_788710.1 ; WP_003084928.1"	"PGD1651947"
"PALES_05381"	"inconsistent replicates"	0	2	4	"PALES_05381"	"PA0540"	"PA14_07020"	"hypothetical protein"	"PGD245120"	"PA0540"	"PA0540"	"hypothetical protein"	"NP_249231.1 ; WP_003101585.1"	"PGD103817"	"PA14_07020"	"PA14_07020"	"hypothetical protein"	"YP_788711.1 ; WP_003101585.1"	"PGD1651949"
"PALES_05391"	"inconsistent replicates"	1	4	4	"PALES_05391"	"PA0541"	"PA14_07030"	"putative cytochrome c'"	"PGD245122"	"PA0541"	"PA0541"	"hypothetical protein"	"NP_249232.1 ; WP_003110213.1"	"PGD103819"	"PA14_07030"	"PA14_07030"	"cytochrome c'"	"YP_788712.1 ; WP_003110213.1"	"PGD1651951"
"PALES_05401"	"inconsistent replicates"	0	3	4	"PALES_05401"	"PA0542"	"PA14_07040"	"hypothetical protein"	"PGD245124"	"PA0542"	"PA0542"	"conserved hypothetical protein"	"NP_249233.1 ; WP_003101589.1"	"PGD103821"	"PA14_07040"	"PA14_07040"	"hypothetical protein"	"YP_788713.1 ; WP_003084937.1"	"PGD1651953"
"PALES_05411"	"always non-essential"	0	0	4	"PALES_05411"	"PA0543"	"PA14_07050"	"putative depolymerase"	"PGD245126"	"PA0543"	"PA0543"	"hypothetical protein"	"NP_249234.1 ; WP_003101591.1"	"PGD103823"	"PA14_07050"	"PA14_07050"	"hypothetical protein"	"YP_788714.1 ; WP_003137327.1"	"PGD1651955"
"PALES_05421"	"inconsistent replicates"	1	3	4	"PALES_05421"	"PA0544"	"PA14_07060"	"hypothetical protein"	"PGD245128"	"PA0544"	"PA0544"	"hypothetical protein"	"NP_249235.1 ; WP_003101593.1"	"PGD103825"	"PA14_07060"	"PA14_07060"	"hypothetical protein"	"YP_788715.1 ; WP_003137328.1"	"PGD1651957"
"PALES_05431"	"probably always non-essential"	0	1	4	"PALES_05431"	"PA0545"	"PA14_07070"	"putative reductase"	"PGD245130"	"PA0545"	"PA0545"	"hypothetical protein"	"NP_249236.1 ; WP_003101595.1"	"PGD103827"	"PA14_07070"	"PA14_07070"	"hypothetical protein"	"YP_788716.1 ; WP_003137329.1"	"PGD1651959"
"PALES_05451"	"probably always non-essential"	0	1	4	"PALES_05451"	"PA0547"	"PA14_07110"	"putative transcriptional regulator"	"PGD245134"	"PA0547"	"PA0547"	"probable transcriptional regulator"	"NP_249238.1 ; WP_003113231.1"	"PGD103831"	"PA14_07110"	"PA14_07110"	"ArsR family transcriptional regulator"	"YP_788718.1 ; WP_003113231.1"	"PGD1651963"
"PALES_05471"	"inconsistent replicates"	0	3	4	"PALES_05471"	"PA0549"	"PA14_07140"	"hypothetical protein"	"PGD245138"	"PA0549"	"PA0549"	"hypothetical protein"	"NP_249240.1 ; WP_003101600.1"	"PGD103835"	"PA14_07140"	"PA14_07140"	"hypothetical protein"	"YP_788720.1 ; WP_003137331.1"	"PGD1651967"
"PALES_05481"	"probably always non-essential"	0	1	4	"PALES_05481"	"PA0550"	"PA14_07150"	"putative hydroxypyruvate isomerase"	"PGD245140"	"PA0550"	"PA0550"	"conserved hypothetical protein"	"NP_249241.1 ; WP_003113230.1"	"PGD103837"	"PA14_07150"	"PA14_07150"	"hypothetical protein"	"YP_788721.1 ; WP_003137333.1"	"PGD1651969"
"PALES_05511"	"always essential"	4	4	4	"PALES_05511"	"PA0553"	"PA14_07200"	"hypothetical protein"	"PGD245146"	"PA0553"	"PA0553"	"hypothetical protein"	"NP_249244.1 ; WP_003084961.1"	"PGD103843"	"PA14_07200"	"PA14_07200"	"hypothetical protein"	"YP_788724.1 ; WP_003084961.1"	"PGD1651975"
"PALES_05521"	"probably always non-essential"	0	1	4	"PALES_05521"	"PA0554"	"PA14_07210"	"hypothetical protein"	"PGD245148"	"PA0554"	"PA0554"	"hypothetical protein"	"NP_249245.1 ; WP_003113229.1"	"PGD103845"	"PA14_07210"	"PA14_07210"	"hypothetical protein"	"YP_788725.1 ; WP_003084963.1"	"PGD1651977"
"PALES_05541"	"inconsistent replicates"	0	2	4	"PALES_05541"	"PA0556"	"PA14_07240"	"hypothetical protein"	"PGD245152"	"PA0556"	"PA0556"	"hypothetical protein"	"NP_249247.1 ; WP_003113228.1"	"PGD103849"	"PA14_07240"	"PA14_07240"	"hypothetical protein"	"YP_788727.1 ; WP_003137335.1"	"PGD1651981"
"PALES_05551"	"probably always non-essential"	0	1	4	"PALES_05551"	"PA0557"	"PA14_07250"	"putative isomerase"	"PGD245154"	"PA0557"	"PA0557"	"hypothetical protein"	"NP_249248.1 ; WP_003121808.1"	"PGD103851"	"PA14_07250"	"PA14_07250"	"hypothetical protein"	"YP_788728.1 ; WP_003137337.1"	"PGD1651983"
"PALES_05561"	"inconsistent replicates"	0	3	4	"PALES_05561"	"PA0558"	"PA14_07260"	"hypothetical protein"	"PGD245156"	"PA0558"	"PA0558"	"conserved hypothetical protein"	"NP_249249.1 ; WP_003084969.1"	"PGD103853"	"PA14_07260"	"PA14_07260"	"hypothetical protein"	"YP_788729.1 ; WP_003084969.1"	"PGD1651985"
"PALES_05571"	"always non-essential"	0	0	4	"PALES_05571"	"PA0559"	"PA14_07280"	"putative periplasmic protein"	"PGD245158"	"PA0559"	"PA0559"	"conserved hypothetical protein"	"NP_249250.1 ; WP_003113227.1"	"PGD103855"	"PA14_07280"	"PA14_07280"	"hypothetical protein"	"YP_788730.1 ; WP_003113227.1"	"PGD1651987"
"PALES_05581"	"probably always non-essential"	0	1	4	"PALES_05581"	"PA0560"	"PA14_07290"	"putative metal-dependent hydrolase"	"PGD245160"	"PA0560"	"PA0560"	"conserved hypothetical protein"	"NP_249251.1 ; WP_003084971.1"	"PGD103857"	"PA14_07290"	"PA14_07290"	"hypothetical protein"	"YP_788731.1 ; WP_003084971.1"	"PGD1651989"
"PALES_05591"	"probably always non-essential"	0	1	4	"PALES_05591"	"PA0562"	"PA14_07310"	"putative hydrolase"	"PGD245162"	"PA0562"	"PA0562"	"probable hydrolase"	"NP_249253.1 ; WP_003101612.1"	"PGD103861"	"PA14_07310"	"PA14_07310"	"hydrolase"	"YP_788733.1 ; WP_003101612.1"	"PGD1651993"
"PALES_05601"	"probably always non-essential"	0	1	4	"PALES_05601"	"PA0563"	"PA14_07330"	"hypothetical protein"	"PGD245164"	"PA0563"	"PA0563"	"conserved hypothetical protein"	"NP_249254.1 ; WP_003084974.1"	"PGD103863"	"PA14_07330"	"PA14_07330"	"hypothetical protein"	"YP_788734.1 ; WP_003084974.1"	"PGD1651995"
"PALES_05611"	"probably always non-essential"	0	1	4	"PALES_05611"	"PA0564"	"PA14_07340"	"putative transcriptional regulator"	"PGD245166"	"PA0564"	"PA0564"	"probable transcriptional regulator"	"NP_249255.1 ; WP_003113225.1"	"PGD103865"	"PA14_07340"	"PA14_07340"	"transcriptional regulator"	"YP_788735.1 ; WP_003137339.1"	"PGD1651997"
"PALES_05621"	"inconsistent replicates"	0	3	4	"PALES_05621"	"PA0565"	"PA14_07355"	"hypothetical protein"	"PGD245168"	"PA0565"	"PA0565"	"conserved hypothetical protein"	"NP_249256.1 ; WP_003084980.1"	"PGD103867"	"PA14_07355"	"PA14_07355"	"hypothetical protein"	"YP_788736.1 ; WP_003084980.1"	"PGD1651999"
"PALES_05631"	"inconsistent replicates"	0	2	4	"PALES_05631"	"PA0566"	"PA14_07360"	"hypothetical protein"	"PGD245170"	"PA0566"	"PA0566"	"hypothetical protein"	"NP_249257.1 ; WP_003113224.1"	"PGD103869"	"PA14_07360"	"PA14_07360"	"hypothetical protein"	"YP_788737.1 ; WP_003117947.1"	"PGD1652001"
"PALES_05641"	"inconsistent replicates"	0	2	4	"PALES_05641"	"PA0567"	"PA14_07370"	"hypothetical protein"	"PGD245172"	"PA0567"	"PA0567"	"conserved hypothetical protein"	"NP_249258.1 ; WP_003084988.1"	"PGD103871"	"PA14_07370"	"PA14_07370"	"hypothetical protein"	"YP_788738.1 ; WP_003084988.1"	"PGD1652003"
"PALES_05651"	"probably always non-essential"	0	1	4	"PALES_05651"	"PA0568"	"PA14_07380"	"hypothetical protein"	"PGD245174"	"PA0568"	"PA0568"	"hypothetical protein"	"NP_249259.1 ; WP_003113223.1"	"PGD103873"	"PA14_07380"	"PA14_07380"	"hypothetical protein"	"YP_788739.1 ; WP_003084991.1"	"PGD1652005"
"PALES_05661"	"probably always non-essential"	0	1	4	"PALES_05661"	"PA0569"	"PA14_07400"	"hypothetical protein"	"PGD245176"	"PA0569"	"PA0569"	"hypothetical protein"	"NP_249260.1 ; WP_003099612.1"	"PGD103875"	"PA14_07400"	"PA14_07400"	"hypothetical protein"	"YP_788740.1 ; WP_003137342.1"	"PGD1652007"
